"Session","Date","Treatment","Protocol","Stage","DayNumber","Trial","ID","Latency","Reason","Scoring","Force"
3450,"2025-07-10 12:33:18","CCD","AMN","POST",8,"I","DW369",0.4,"Detection","Auto",4.28
3451,"2025-07-10 12:33:25","CCD","AMN","POST",8,"I","DW369",0.7,"Detection","Auto",8.26
3452,"2025-07-10 12:33:39","CCD","AMN","POST",8,"I","DW369",2.3,"Detection","Auto",23.85
3453,"2025-07-10 12:33:51","CCD","AMN","POST",8,"I","DW369",0.9,"Detection","Auto",9.92
3454,"2025-07-10 12:33:58","CCD","AMN","POST",8,"I","DW369",1.9,"Detection","Auto",20.2
3455,"2025-07-10 12:34:08","CCD","AMN","POST",8,"I","DW369",0.8,"Detection","Auto",8.92
3456,"2025-07-10 12:34:17","CCD","AMN","POST",8,"I","DW369",2.3,"Detection","Auto",22.85
3457,"2025-07-10 12:34:32","CCD","AMN","POST",8,"I","DW369",0.9,"Detection","Auto",9.26
3458,"2025-07-10 12:34:40","CCD","AMN","POST",8,"I","DW369",2.4,"Detection","Auto",23.85
3459,"2025-07-10 12:34:47","CCD","AMN","POST",8,"I","DW369",0.7,"Detection","Auto",7.6
3460,"2025-07-10 12:35:10","CCD","AMN","POST",8,"I","DW369",1.6,"Detection","Auto",16.55
3461,"2025-07-10 12:35:20","CCD","AMN","POST",8,"I","DW369",1.7,"Detection","Auto",17.55
3462,"2025-07-10 12:35:30","CCD","AMN","POST",8,"I","DW369",1.2,"Detection","Auto",12.9
3463,"2025-07-10 12:35:38","CCD","AMN","POST",8,"I","DW369",1.9,"Detection","Auto",20.2
3464,"2025-07-10 12:35:46","CCD","AMN","POST",8,"I","DW369",3.2,"Detection","Auto",32.8
3465,"2025-07-10 12:35:57","CCD","AMN","POST",8,"I","DW369",2.1,"Detection","Auto",21.53
3466,"2025-07-10 12:36:06","CCD","AMN","POST",8,"I","DW369",3.4,"Detection","Auto",34.46
3467,"2025-07-10 12:36:15","CCD","AMN","POST",8,"I","DW369",2,"Detection","Auto",20.86
3468,"2025-07-10 12:36:28","CCD","AMN","POST",8,"I","DW369",1.2,"Detection","Auto",12.9
3469,"2025-07-10 12:36:36","CCD","AMN","POST",8,"I","DW369",1.4,"Detection","Auto",14.23
3470,"2025-07-10 12:36:43","CCD","AMN","POST",8,"I","DW369",3.5,"Detection","Auto",34.79
3471,"2025-07-10 12:36:53","CCD","AMN","POST",8,"I","DW369",1.7,"Detection","Auto",17.55
3472,"2025-07-10 12:38:24","CCD","AMN","POST",8,"I","DW369",0.8,"Detection","Auto",9.26
3473,"2025-07-10 12:38:28","CCD","AMN","POST",8,"I","DW369",0.4,"Manual Stop","Auto",3.62
3474,"2025-07-10 12:38:33","CCD","AMN","POST",8,"I","DW369",1.6,"Detection","Auto",16.22
3475,"2025-07-10 12:38:41","CCD","AMN","POST",8,"I","DW369",2.3,"Detection","Auto",23.52
3476,"2025-07-15 14:48:07","CCD","AMN","POST",13,"I","DW368",0.2,"Manual Stop","Auto",2.29
3477,"2025-07-15 14:48:10","CCD","AMN","POST",13,"I","DW368",0.2,"Manual Stop","Auto",2.29
3478,"2025-07-15 14:48:28","CCD","AMN","POST",13,"I","DW368",0.4,"Detection","Auto",4.28
3479,"2025-07-15 14:48:40","CCD","AMN","POST",13,"I","DW368",2.3,"Detection","Auto",23.52
3480,"2025-07-15 14:49:20","CCD","AMN","POST",13,"I","DW369",3.7,"Detection","Auto",37.12
3481,"2025-07-15 14:49:31","CCD","AMN","POST",13,"I","DW369",2.6,"Detection","Auto",26.5
3482,"2025-07-15 14:49:49","CCD","AMN","POST",13,"I","DW369",2.8,"Detection","Auto",28.16
3483,"2025-07-15 14:50:26","CCD","AMN","POST",13,"I","DW369",0.2,"Detection","Auto",2.29
3484,"2025-07-15 14:51:21","CCD","AMN","POST",13,"I","DW369",2.3,"Detection","Auto",23.52
3485,"2025-07-15 14:51:57","CCD","AMN","POST",13,"I","DW369",3.8,"Detection","Auto",38.44
3486,"2025-07-15 14:52:13","CCD","AMN","POST",13,"I","DW369",1.7,"Detection","Auto",17.55
3487,"2025-07-15 14:53:49","CCD","AMN","POST",13,"I","DW369",2.9,"Detection","Auto",28.82
3488,"2025-07-15 14:54:03","CCD","AMN","POST",13,"I","DW369",3.5,"Detection","Auto",34.79
3489,"2025-07-15 14:54:37","CCD","AMN","POST",13,"I","DW369",2.2,"Detection","Auto",22.19
3490,"2025-07-15 14:54:53","CCD","AMN","POST",13,"I","DW369",1.7,"Detection","Auto",17.22
3491,"2025-07-15 14:55:20","CCD","AMN","POST",13,"I","DW369",3.7,"Detection","Auto",37.45
3492,"2025-07-15 14:55:34","CCD","AMN","POST",13,"I","DW369",1.5,"Detection","Auto",15.89
3493,"2025-07-15 14:55:54","CCD","AMN","POST",13,"I","DW369",2.1,"Detection","Auto",21.86
3494,"2025-07-15 14:56:03","CCD","AMN","POST",13,"I","DW369",0.9,"Detection","Auto",8.92
3495,"2025-07-15 14:56:19","CCD","AMN","POST",13,"I","DW369",0.1,"Detection","Auto",2.29
3496,"2025-07-15 14:56:28","CCD","AMN","POST",13,"I","DW369",4.1,"Detection","Auto",41.1
3497,"2025-07-15 14:56:40","CCD","AMN","POST",13,"I","DW369",3.3,"Detection","Auto",33.47
3498,"2025-07-15 14:56:46","CCD","AMN","POST",13,"I","DW369",0.1,"Detection","Auto",1.29
3499,"2025-07-15 14:56:57","CCD","AMN","POST",13,"I","DW369",3,"Detection","Auto",30.15
3500,"2025-07-15 14:57:13","CCD","AMN","POST",13,"I","DW369",1.4,"Detection","Auto",15.23
3501,"2025-07-15 14:57:18","CCD","AMN","POST",13,"I","DW369",0,"Detection","Auto",0.3
3502,"2025-07-15 14:57:31","CCD","AMN","POST",13,"I","DW369",2.5,"Detection","Auto",24.84
3503,"2025-07-15 14:57:52","CCD","AMN","POST",13,"I","DW369",2,"Detection","Auto",20.86
3504,"2025-07-15 14:58:08","CCD","AMN","POST",13,"I","DW369",2.6,"Detection","Auto",26.5
3505,"2025-07-15 14:58:19","CCD","AMN","POST",13,"I","DW369",3.9,"Detection","Auto",39.44
3506,"2025-07-15 14:58:26","CCD","AMN","POST",13,"I","DW369",0,"Detection","Auto",0.3
3507,"2025-07-15 14:58:40","CCD","AMN","POST",13,"I","DW369",0.5,"Detection","Auto",5.94
3508,"2025-07-15 14:58:51","CCD","AMN","POST",13,"I","DW369",0.4,"Detection","Auto",4.61
3509,"2025-07-15 14:58:59","CCD","AMN","POST",13,"I","DW369",2.1,"Detection","Auto",21.19
3510,"2025-07-15 14:59:13","CCD","AMN","POST",13,"I","DW369",2.1,"Detection","Auto",20.86
3511,"2025-07-15 14:59:38","CCD","AMN","POST",13,"I","DW369",1.7,"Detection","Auto",16.88
3512,"2025-07-15 14:59:54","CCD","AMN","POST",13,"I","DW369",7.6,"Detection","Auto",60
3513,"2025-07-15 15:00:03","CCD","AMN","POST",13,"I","DW369",1.4,"Detection","Auto",14.23
3514,"2025-07-15 15:00:15","CCD","AMN","POST",13,"I","DW369",2.7,"Detection","Auto",27.5
3515,"2025-07-15 15:00:20","CCD","AMN","POST",13,"I","DW369",1.5,"Detection","Auto",16.22
3516,"2025-07-15 15:00:33","CCD","AMN","POST",13,"I","DW369",1.2,"Detection","Auto",12.9
3517,"2025-07-15 15:00:41","CCD","AMN","POST",13,"I","DW369",2.6,"Detection","Auto",26.83
3518,"2025-07-15 15:01:24","CCD","AMN","POST",13,"I","DW369",2.4,"Detection","Auto",24.84
3519,"2025-07-15 15:01:28","CCD","AMN","POST",13,"I","DW369",0.1,"Detection","Auto",2.29
3520,"2025-07-15 15:02:03","CCD","AMN","POST",13,"I","DW369",1.3,"Detection","Auto",13.57
3521,"2025-07-15 15:02:26","CCD","AMN","POST",13,"I","DW369",0.6,"Detection","Auto",7.26
3522,"2025-07-15 15:02:35","CCD","AMN","POST",13,"I","DW369",1,"Detection","Auto",10.58
3523,"2025-07-15 15:02:47","CCD","AMN","POST",13,"I","DW369",1.9,"Detection","Auto",19.87
3524,"2025-07-15 15:02:57","CCD","AMN","POST",13,"I","DW369",2.1,"Detection","Auto",21.19
3525,"2025-07-15 15:03:06","CCD","AMN","POST",13,"I","DW369",2.5,"Detection","Auto",25.17
3526,"2025-07-15 15:03:33","CCD","AMN","POST",13,"I","DW369",2.8,"Detection","Auto",28.82
3527,"2025-07-15 15:03:38","CCD","AMN","POST",13,"I","DW369",0.3,"Detection","Auto",4.28
3528,"2025-07-15 15:04:03","CCD","AMN","POST",13,"I","DW369",11,"Cutoff","Auto",60
3529,"2025-07-15 15:04:11","CCD","AMN","POST",13,"I","DW369",3.7,"Detection","Auto",36.45
3530,"2025-07-15 15:04:35","CCD","AMN","POST",13,"I","DW369",1.5,"Detection","Auto",14.89
3531,"2025-07-15 15:06:13","CCD","AMN","POST",13,"I","DW369",2.1,"Detection","Auto",21.19
3532,"2025-07-15 15:06:18","CCD","AMN","POST",13,"I","DW369",2.1,"Detection","Auto",21.86
3533,"2025-07-15 15:06:25","CCD","AMN","POST",13,"I","DW369",0,"Detection","Auto",0.3
3534,"2025-07-15 15:06:46","CCD","AMN","POST",13,"I","DW369",2.8,"Detection","Auto",27.83
3535,"2025-07-15 15:07:00","CCD","AMN","POST",13,"I","DW369",4.1,"Detection","Auto",40.43
3536,"2025-07-15 15:07:09","CCD","AMN","POST",13,"I","DW369",3,"Detection","Auto",30.15
3537,"2025-07-15 15:08:08","CCD","AMN","POST",13,"I","DW369",3,"Detection","Auto",30.15
3538,"2025-07-15 15:08:12","CCD","AMN","POST",13,"I","DW369",2.3,"Detection","Auto",23.52
3539,"2025-07-15 15:08:20","CCD","AMN","POST",13,"I","DW369",3.5,"Detection","Auto",35.13
3540,"2025-07-15 15:08:31","CCD","AMN","POST",13,"I","DW369",2.5,"Detection","Auto",25.17
3541,"2025-07-15 15:08:45","CCD","AMN","POST",13,"I","DW369",3.8,"Detection","Auto",37.45
3542,"2025-07-15 15:08:58","CCD","AMN","POST",13,"I","DW369",7,"Detection","Auto",60
3543,"2025-07-15 15:09:10","CCD","AMN","POST",13,"I","DW369",1.7,"Detection","Auto",17.22
3544,"2025-07-15 15:09:30","CCD","AMN","POST",13,"I","DW369",0.2,"Detection","Auto",2.62
3545,"2025-07-15 15:09:36","CCD","AMN","POST",13,"I","DW369",1.7,"Detection","Auto",17.88
3546,"2025-07-15 15:11:08","CCD","AMN","POST",13,"I","DW368",0.2,"Detection","Auto",2.29
3547,"2025-07-15 15:11:13","CCD","AMN","POST",13,"I","DW368",0.1,"Detection","Auto",2.29
3548,"2025-07-15 15:11:22","CCD","AMN","POST",13,"I","DW368",0.2,"Detection","Auto",2.29
3549,"2025-07-15 15:11:48","CCD","AMN","POST",13,"I","DW368",0.2,"Detection","Auto",2.95
3550,"2025-07-15 15:11:52","CCD","AMN","POST",13,"I","DW368",0.2,"Detection","Auto",2.62
3551,"2025-07-15 15:12:02","CCD","AMN","POST",13,"I","DW368",0.2,"Detection","Auto",2.29
3552,"2025-07-15 15:12:11","CCD","AMN","POST",13,"I","DW368",6,"Detection","Auto",59.67
3553,"2025-07-15 15:12:20","CCD","AMN","POST",13,"I","DW368",0.6,"Detection","Auto",7.26
3554,"2025-07-15 15:12:29","CCD","AMN","POST",13,"I","DW368",0.2,"Detection","Auto",2.95
3555,"2025-07-15 15:12:54","CCD","AMN","POST",13,"I","DW368",1.4,"Detection","Auto",14.56
3556,"2025-07-15 15:13:13","CCD","AMN","POST",13,"I","DW368",0.7,"Detection","Auto",7.26
3557,"2025-07-15 15:13:32","CCD","AMN","POST",13,"I","DW368",0.7,"Detection","Auto",8.26
3558,"2025-07-15 15:13:37","CCD","AMN","POST",13,"I","DW368",1.2,"Detection","Auto",13.23
3559,"2025-07-15 15:13:45","CCD","AMN","POST",13,"I","DW368",1.6,"Detection","Auto",16.55
3560,"2025-07-15 15:13:56","CCD","AMN","POST",13,"I","DW368",0.7,"Detection","Auto",7.93
3561,"2025-07-15 15:14:20","CCD","AMN","POST",13,"I","DW368",2.1,"Detection","Auto",21.53
3562,"2025-07-15 15:14:34","CCD","AMN","POST",13,"I","DW368",2.2,"Detection","Auto",22.19
3563,"2025-07-15 15:14:40","CCD","AMN","POST",13,"I","DW368",1.1,"Detection","Auto",11.24
3564,"2025-07-15 15:14:46","CCD","AMN","POST",13,"I","DW368",1.6,"Detection","Auto",16.55
3565,"2025-07-15 15:14:59","CCD","AMN","POST",13,"I","DW368",0.7,"Detection","Auto",8.26
3566,"2025-07-15 15:15:04","CCD","AMN","POST",13,"I","DW368",1.7,"Detection","Auto",18.21
3567,"2025-07-15 15:15:22","CCD","AMN","POST",13,"I","DW368",9.8,"Detection","Auto",60
3568,"2025-07-15 15:15:27","CCD","AMN","POST",13,"I","DW368",0.5,"Detection","Auto",6.27
3569,"2025-07-15 15:15:45","CCD","AMN","POST",13,"I","DW368",1.1,"Detection","Auto",11.24
3570,"2025-07-15 15:15:51","CCD","AMN","POST",13,"I","DW368",1.6,"Detection","Auto",16.88
3571,"2025-07-15 15:16:00","CCD","AMN","POST",13,"I","DW368",1,"Detection","Auto",10.91
3572,"2025-07-15 15:16:10","CCD","AMN","POST",13,"I","DW368",1.2,"Detection","Auto",12.9
3573,"2025-07-15 15:16:24","CCD","AMN","POST",13,"I","DW368",0.7,"Detection","Auto",8.26
3574,"2025-07-15 15:16:32","CCD","AMN","POST",13,"I","DW368",0.4,"Detection","Auto",4.94
3575,"2025-07-15 15:17:35","CCD","AMN","POST",13,"I","DW368",0.1,"Manual Stop","Auto",0.96
3576,"2025-07-15 15:17:41","CCD","AMN","POST",13,"I","DW368",1.7,"Detection","Auto",17.22
3577,"2025-07-15 15:18:32","CCD","AMN","POST",13,"I","DW368",0.2,"Detection","Auto",2.95
3578,"2025-07-15 15:18:49","CCD","AMN","POST",13,"I","DW368",0.2,"Detection","Auto",2.29
3579,"2025-07-15 15:20:23","CCD","AMN","POST",13,"I","DW368",0.2,"Detection","Auto",3.29
3580,"2025-07-15 15:20:32","CCD","AMN","POST",13,"I","DW368",0.2,"Detection","Auto",2.62
3581,"2025-07-15 15:21:43","CCD","AMN","POST",13,"I","DW368",1.4,"Detection","Auto",14.89
3582,"2025-07-15 15:22:00","CCD","AMN","POST",13,"I","DW368",0.5,"Detection","Auto",5.61
3583,"2025-07-15 15:22:38","CCD","AMN","POST",13,"I","DW368",0.5,"Detection","Auto",5.94
3584,"2025-07-15 15:24:18","CCD","AMN","POST",13,"I","DW368",1.3,"Detection","Auto",13.23
3585,"2025-07-15 15:24:26","CCD","AMN","POST",13,"I","DW368",0.2,"Detection","Auto",3.29
3586,"2025-07-15 15:24:57","CCD","AMN","POST",13,"I","DW368",2.9,"Detection","Auto",29.49
3587,"2025-07-15 15:25:05","CCD","AMN","POST",13,"I","DW368",0.8,"Detection","Auto",8.26
3588,"2025-07-15 15:25:19","CCD","AMN","POST",13,"I","DW368",0.9,"Detection","Auto",9.59
3589,"2025-07-15 15:25:30","CCD","AMN","POST",13,"I","DW368",2.3,"Detection","Auto",23.52
3590,"2025-07-15 15:25:40","CCD","AMN","POST",13,"I","DW368",3.2,"Detection","Auto",32.14
3591,"2025-07-15 15:25:46","CCD","AMN","POST",13,"I","DW368",1.9,"Detection","Auto",19.2
3592,"2025-07-15 15:25:52","CCD","AMN","POST",13,"I","DW368",0.6,"Detection","Auto",6.27
3593,"2025-07-15 15:26:17","CCD","AMN","POST",13,"I","DW368",10.7,"Detection","Auto",60
3594,"2025-07-15 15:26:39","CCD","AMN","POST",13,"I","DW368",1.8,"Detection","Auto",18.54
3595,"2025-07-15 15:26:50","CCD","AMN","POST",13,"I","DW368",0.2,"Detection","Auto",2.29
3596,"2025-07-15 15:28:01","CCD","AMN","POST",13,"I","DW368",0.2,"Detection","Auto",2.95
3597,"2025-07-15 15:28:54","CCD","AMN","POST",13,"I","DW368",1,"Detection","Auto",11.24
3598,"2025-07-15 15:29:01","CCD","AMN","POST",13,"I","DW368",0.9,"Detection","Auto",9.26
3599,"2025-07-15 15:29:05","CCD","AMN","POST",13,"I","DW368",0.5,"Detection","Auto",6.27
3600,"2025-07-15 15:29:10","CCD","AMN","POST",13,"I","DW368",0.1,"Detection","Auto",1.63
3601,"2025-07-15 15:29:21","CCD","AMN","POST",13,"I","DW368",0.6,"Detection","Auto",6.6
3602,"2025-07-15 15:29:35","CCD","AMN","POST",13,"I","DW368",0.2,"Detection","Auto",2.29
3603,"2025-07-15 15:29:42","CCD","AMN","POST",13,"I","DW368",1.2,"Detection","Auto",11.91
3604,"2025-07-15 15:29:51","CCD","AMN","POST",13,"I","DW368",1.9,"Detection","Auto",19.54
3605,"2025-07-15 15:30:07","CCD","AMN","POST",13,"I","DW368",1,"Detection","Auto",10.91
3606,"2025-07-15 15:30:19","CCD","AMN","POST",13,"I","DW368",1.2,"Detection","Auto",12.57
3607,"2025-07-15 15:30:39","CCD","AMN","POST",13,"I","DW368",0.8,"Detection","Auto",8.59
3608,"2025-07-15 15:30:43","CCD","AMN","POST",13,"I","DW368",0.5,"Detection","Auto",5.94
3609,"2025-07-15 15:31:04","CCD","AMN","POST",13,"I","DW368",1.5,"Detection","Auto",15.23
3610,"2025-07-15 15:31:33","CCD","AMN","POST",13,"I","DW368",3.7,"Detection","Auto",37.78
3611,"2025-07-15 15:32:12","CCD","AMN","POST",13,"I","DW368",3.9,"Detection","Auto",39.44
3612,"2025-07-15 15:32:18","CCD","AMN","POST",13,"I","DW368",2.2,"Detection","Auto",22.19
3613,"2025-07-15 15:32:24","CCD","AMN","POST",13,"I","DW368",2.1,"Detection","Auto",21.86
3614,"2025-07-15 15:32:39","CCD","AMN","POST",13,"I","DW368",1.3,"Detection","Auto",13.57
3615,"2025-07-15 15:32:46","CCD","AMN","POST",13,"I","DW368",2.6,"Detection","Auto",26.83
3616,"2025-07-15 15:32:50","CCD","AMN","POST",13,"I","DW368",0.6,"Detection","Auto",7.26
3617,"2025-07-15 15:32:58","CCD","AMN","POST",13,"I","DW368",1,"Detection","Auto",10.25
3618,"2025-07-15 15:33:05","CCD","AMN","POST",13,"I","DW368",0.8,"Detection","Auto",9.26
3619,"2025-07-15 15:34:16","CCD","AMN","POST",13,"I","DW368",3.1,"Undefined","Auto",31.48
3620,"2025-07-15 15:34:18","CCD","AMN","POST",13,"I","DW368",0.2,"Detection","Auto",2.62
3621,"2025-07-15 15:34:26","CCD","AMN","POST",13,"I","DW368",0.9,"Detection","Auto",10.25
3622,"2025-07-15 15:35:02","CCD","AMN","POST",13,"C","DW369",5.4,"Detection","Auto",54.03
3623,"2025-07-15 15:35:10","CCD","AMN","POST",13,"C","DW369",1.6,"Detection","Auto",16.55
3624,"2025-07-15 15:35:19","CCD","AMN","POST",13,"C","DW369",1.7,"Detection","Auto",17.22
3625,"2025-07-15 15:35:25","CCD","AMN","POST",13,"C","DW369",2.8,"Detection","Auto",28.16
3626,"2025-07-15 15:35:36","CCD","AMN","POST",13,"C","DW369",0.8,"Detection","Auto",8.26
3627,"2025-07-15 15:35:44","CCD","AMN","POST",13,"C","DW369",0.8,"Detection","Auto",8.92
3628,"2025-07-15 15:35:50","CCD","AMN","POST",13,"C","DW369",1.7,"Detection","Auto",18.21
3629,"2025-07-15 15:36:03","CCD","AMN","POST",13,"C","DW369",0.6,"Detection","Auto",6.6
3630,"2025-07-15 15:36:09","CCD","AMN","POST",13,"C","DW369",2.5,"Detection","Auto",25.51
3631,"2025-07-15 15:36:19","CCD","AMN","POST",13,"C","DW369",0.4,"Detection","Auto",4.94
3632,"2025-07-15 15:36:32","CCD","AMN","POST",13,"C","DW369",1.4,"Detection","Auto",13.9
3633,"2025-07-15 15:36:38","CCD","AMN","POST",13,"C","DW369",1.6,"Detection","Auto",16.22
3634,"2025-07-15 15:36:44","CCD","AMN","POST",13,"C","DW369",1.6,"Detection","Auto",16.55
3635,"2025-07-15 15:37:53","CCD","AMN","POST",13,"C","DW369",6.2,"Undefined","Auto",60
3636,"2025-07-15 15:37:59","CCD","AMN","POST",13,"C","DW369",4.2,"Detection","Auto",41.43
3637,"2025-07-15 15:38:08","CCD","AMN","POST",13,"C","DW369",2.6,"Detection","Auto",26.83
3638,"2025-07-15 15:38:16","CCD","AMN","POST",13,"C","DW369",0.6,"Detection","Auto",6.6
3639,"2025-07-15 15:38:28","CCD","AMN","POST",13,"C","DW369",2.9,"Detection","Auto",29.16
3640,"2025-07-15 15:38:36","CCD","AMN","POST",13,"C","DW369",3.5,"Detection","Auto",35.46
3641,"2025-07-15 15:38:41","CCD","AMN","POST",13,"C","DW369",0.1,"Detection","Auto",1.96
3642,"2025-07-15 15:38:46","CCD","AMN","POST",13,"C","DW369",1.6,"Detection","Auto",16.22
3643,"2025-07-15 15:39:16","CCD","AMN","POST",13,"C","DW368",4.1,"Detection","Auto",41.1
3644,"2025-07-15 15:39:25","CCD","AMN","POST",13,"C","DW368",3.2,"Detection","Auto",31.81
3645,"2025-07-15 15:39:34","CCD","AMN","POST",13,"C","DW368",1.2,"Detection","Auto",12.24
3646,"2025-07-15 15:39:49","CCD","AMN","POST",13,"C","DW368",2.2,"Detection","Auto",21.86
3647,"2025-07-15 15:40:11","CCD","AMN","POST",13,"C","DW368",0.7,"Detection","Auto",7.93
3648,"2025-07-15 15:40:19","CCD","AMN","POST",13,"C","DW368",3.8,"Detection","Auto",38.44
3649,"2025-07-15 15:40:26","CCD","AMN","POST",13,"C","DW368",1.7,"Detection","Auto",17.88
3650,"2025-07-15 15:40:47","CCD","AMN","POST",13,"C","DW368",2.8,"Detection","Auto",27.83
3651,"2025-07-15 15:40:53","CCD","AMN","POST",13,"C","DW368",1.3,"Detection","Auto",13.23
3652,"2025-07-15 15:41:14","CCD","AMN","POST",13,"C","DW368",3.2,"Detection","Auto",32.47
3653,"2025-07-15 15:41:25","CCD","AMN","POST",13,"C","DW368",4.8,"Detection","Auto",48.06
3654,"2025-07-15 15:41:37","CCD","AMN","POST",13,"C","DW368",4,"Detection","Auto",40.43
3655,"2025-07-15 15:41:59","CCD","AMN","POST",13,"C","DW368",4.1,"Detection","Auto",41.43
3656,"2025-07-15 15:42:08","CCD","AMN","POST",13,"C","DW368",4.1,"Detection","Auto",41.1
3657,"2025-07-15 15:42:12","CCD","AMN","POST",13,"C","DW368",0.1,"Detection","Auto",2.29
3658,"2025-07-15 15:42:32","CCD","AMN","POST",13,"C","DW368",2.7,"Detection","Auto",27.17
3659,"2025-07-15 15:42:40","CCD","AMN","POST",13,"C","DW368",3,"Detection","Auto",29.49
3660,"2025-07-15 15:42:47","CCD","AMN","POST",13,"C","DW368",0,"Manual Stop","Auto",0.3
3661,"2025-07-15 15:42:54","CCD","AMN","POST",13,"C","DW368",2.7,"Detection","Auto",26.83
3662,"2025-07-15 15:43:04","CCD","AMN","POST",13,"C","DW368",2.9,"Detection","Auto",28.49
3663,"2025-07-15 15:43:23","CCD","AMN","POST",13,"C","DW368",5.2,"Detection","Auto",52.04
3664,"2025-07-15 15:43:32","CCD","AMN","POST",13,"C","DW368",3.3,"Detection","Auto",33.13
3665,"2025-07-15 15:43:39","CCD","AMN","POST",13,"C","DW368",1.8,"Detection","Auto",18.87
3666,"2025-07-16 13:37:40","CCD","AMN","POST",14,"C","DW368",4.6,"Detection","Auto",45.74
3667,"2025-07-16 13:38:13","CCD","AMN","POST",14,"C","DW368",6.1,"Detection","Auto",59.67
3668,"2025-07-16 13:38:26","CCD","AMN","POST",14,"C","DW368",3.4,"Detection","Auto",34.79
3669,"2025-07-16 13:38:48","CCD","AMN","POST",14,"C","DW368",4,"Detection","Auto",40.1
3670,"2025-07-16 13:39:01","CCD","AMN","POST",14,"C","DW368",6.7,"Detection","Auto",60
3671,"2025-07-16 13:39:15","CCD","AMN","POST",14,"C","DW368",4.8,"Detection","Auto",47.06
3672,"2025-07-16 13:39:30","CCD","AMN","POST",14,"C","DW368",3.5,"Detection","Auto",35.46
3673,"2025-07-16 13:39:52","CCD","AMN","POST",14,"C","DW368",4.5,"Detection","Auto",44.41
3674,"2025-07-16 13:40:05","CCD","AMN","POST",14,"C","DW368",5.7,"Detection","Auto",57.01
3675,"2025-07-16 13:40:17","CCD","AMN","POST",14,"C","DW368",5.5,"Detection","Auto",54.69
3676,"2025-07-16 13:40:29","CCD","AMN","POST",14,"C","DW368",1.9,"Detection","Auto",19.87
3677,"2025-07-16 13:40:46","CCD","AMN","POST",14,"C","DW368",5.7,"Detection","Auto",57.35
3678,"2025-07-16 13:40:59","CCD","AMN","POST",14,"C","DW368",5.3,"Detection","Auto",52.7
3679,"2025-07-16 13:41:13","CCD","AMN","POST",14,"C","DW368",5.2,"Detection","Auto",52.04
3680,"2025-07-16 13:41:28","CCD","AMN","POST",14,"C","DW368",2.6,"Detection","Auto",27.17
3681,"2025-07-16 13:41:40","CCD","AMN","POST",14,"C","DW368",1.5,"Detection","Auto",16.22
3682,"2025-07-16 13:42:05","CCD","AMN","POST",14,"C","DW368",2.8,"Detection","Auto",27.83
3683,"2025-07-16 13:42:25","CCD","AMN","POST",14,"C","DW368",3,"Detection","Auto",29.82
3684,"2025-07-16 13:42:36","CCD","AMN","POST",14,"C","DW368",1.9,"Detection","Auto",19.2
3685,"2025-07-16 13:43:10","CCD","AMN","POST",14,"C","DW368",2,"Detection","Auto",21.19
3686,"2025-07-16 13:43:26","CCD","AMN","POST",14,"C","DW368",2.1,"Detection","Auto",20.86
3687,"2025-07-16 13:43:32","CCD","AMN","POST",14,"C","DW368",1,"Detection","Auto",10.91
3688,"2025-07-16 13:44:27","CCD","AMN","POST",14,"C","DW368",5.6,"Detection","Auto",55.69
3689,"2025-07-16 13:44:47","CCD","AMN","POST",14,"C","DW368",6.1,"Detection","Auto",60
3690,"2025-07-16 13:45:00","CCD","AMN","POST",14,"C","DW368",3.8,"Detection","Auto",37.78
3691,"2025-07-16 13:45:23","CCD","AMN","POST",14,"C","DW368",1.8,"Detection","Auto",18.21
3692,"2025-07-16 13:45:32","CCD","AMN","POST",14,"C","DW368",0.3,"Detection","Auto",3.62
3693,"2025-07-16 13:46:00","CCD","AMN","POST",14,"C","DW368",4.3,"Detection","Auto",42.09
3694,"2025-07-16 13:46:16","CCD","AMN","POST",14,"C","DW368",2.2,"Detection","Auto",22.19
3695,"2025-07-16 13:46:42","CCD","AMN","POST",14,"C","DW368",5.4,"Detection","Auto",54.36
3696,"2025-07-16 13:46:50","CCD","AMN","POST",14,"C","DW368",2.2,"Detection","Auto",22.19
3697,"2025-07-16 13:47:00","CCD","AMN","POST",14,"C","DW368",0.9,"Detection","Auto",9.59
3698,"2025-07-16 13:47:39","CCD","AMN","POST",14,"C","DW368",2.7,"Detection","Auto",27.5
3699,"2025-07-16 13:47:48","CCD","AMN","POST",14,"C","DW368",2,"Detection","Auto",19.87
3700,"2025-07-16 13:48:04","CCD","AMN","POST",14,"C","DW368",3.4,"Detection","Auto",33.13
3701,"2025-07-16 13:48:34","CCD","AMN","POST",14,"C","DW368",4.6,"Detection","Auto",45.74
3702,"2025-07-16 13:49:00","CCD","AMN","POST",14,"C","DW368",3.5,"Detection","Auto",34.46
3703,"2025-07-16 13:51:29","CCD","AMN","POST",14,"C","DW368",2.7,"Detection","Auto",27.17
3704,"2025-07-16 13:52:03","CCD","AMN","POST",14,"C","DW369",2.1,"Detection","Auto",21.53
3705,"2025-07-16 13:52:15","CCD","AMN","POST",14,"C","DW369",5.3,"Detection","Auto",53.03
3706,"2025-07-16 13:52:23","CCD","AMN","POST",14,"C","DW369",0.7,"Detection","Auto",7.26
3707,"2025-07-16 13:52:41","CCD","AMN","POST",14,"C","DW369",4.9,"Detection","Auto",49.39
3708,"2025-07-16 13:52:50","CCD","AMN","POST",14,"C","DW369",1.6,"Detection","Auto",16.22
