"","Session","Date","Treatment","Protocol","Stage","DayNumber","Trial","ID","Latency","Reason","Scoring","Force","DayNumber_z","DayNumber_z2"
"2004",3635,"2025-07-15 15:37:53","CCD","AMN","POST",13,"C","DW369",6.2,"Undefined","Auto",60,0.301728812924864,0.0910402765490474
"2005",3636,"2025-07-15 15:37:59","CCD","AMN","POST",13,"C","DW369",4.2,"Detection","Auto",41.43,0.301728812924864,0.0910402765490474
"2006",3637,"2025-07-15 15:38:08","CCD","AMN","POST",13,"C","DW369",2.6,"Detection","Auto",26.83,0.301728812924864,0.0910402765490474
"2007",3638,"2025-07-15 15:38:16","CCD","AMN","POST",13,"C","DW369",0.6,"Detection","Auto",6.6,0.301728812924864,0.0910402765490474
"2008",3639,"2025-07-15 15:38:28","CCD","AMN","POST",13,"C","DW369",2.9,"Detection","Auto",29.16,0.301728812924864,0.0910402765490474
"2009",3640,"2025-07-15 15:38:36","CCD","AMN","POST",13,"C","DW369",3.5,"Detection","Auto",35.46,0.301728812924864,0.0910402765490474
"2010",3641,"2025-07-15 15:38:41","CCD","AMN","POST",13,"C","DW369",0.1,"Detection","Auto",1.96,0.301728812924864,0.0910402765490474
"2011",3642,"2025-07-15 15:38:46","CCD","AMN","POST",13,"C","DW369",1.6,"Detection","Auto",16.22,0.301728812924864,0.0910402765490474
"2012",3643,"2025-07-15 15:39:16","CCD","AMN","POST",13,"C","DW368",4.1,"Detection","Auto",41.1,0.301728812924864,0.0910402765490474
"2013",3644,"2025-07-15 15:39:25","CCD","AMN","POST",13,"C","DW368",3.2,"Detection","Auto",31.81,0.301728812924864,0.0910402765490474
"2014",3645,"2025-07-15 15:39:34","CCD","AMN","POST",13,"C","DW368",1.2,"Detection","Auto",12.24,0.301728812924864,0.0910402765490474
"2015",3646,"2025-07-15 15:39:49","CCD","AMN","POST",13,"C","DW368",2.2,"Detection","Auto",21.86,0.301728812924864,0.0910402765490474
"2016",3647,"2025-07-15 15:40:11","CCD","AMN","POST",13,"C","DW368",0.7,"Detection","Auto",7.93,0.301728812924864,0.0910402765490474
"2017",3648,"2025-07-15 15:40:19","CCD","AMN","POST",13,"C","DW368",3.8,"Detection","Auto",38.44,0.301728812924864,0.0910402765490474
"2018",3649,"2025-07-15 15:40:26","CCD","AMN","POST",13,"C","DW368",1.7,"Detection","Auto",17.88,0.301728812924864,0.0910402765490474
"2019",3650,"2025-07-15 15:40:47","CCD","AMN","POST",13,"C","DW368",2.8,"Detection","Auto",27.83,0.301728812924864,0.0910402765490474
"2020",3651,"2025-07-15 15:40:53","CCD","AMN","POST",13,"C","DW368",1.3,"Detection","Auto",13.23,0.301728812924864,0.0910402765490474
"2021",3652,"2025-07-15 15:41:14","CCD","AMN","POST",13,"C","DW368",3.2,"Detection","Auto",32.47,0.301728812924864,0.0910402765490474
"2022",3653,"2025-07-15 15:41:25","CCD","AMN","POST",13,"C","DW368",4.8,"Detection","Auto",48.06,0.301728812924864,0.0910402765490474
"2023",3654,"2025-07-15 15:41:37","CCD","AMN","POST",13,"C","DW368",4,"Detection","Auto",40.43,0.301728812924864,0.0910402765490474
"2024",3655,"2025-07-15 15:41:59","CCD","AMN","POST",13,"C","DW368",4.1,"Detection","Auto",41.43,0.301728812924864,0.0910402765490474
"2025",3656,"2025-07-15 15:42:08","CCD","AMN","POST",13,"C","DW368",4.1,"Detection","Auto",41.1,0.301728812924864,0.0910402765490474
"2026",3657,"2025-07-15 15:42:12","CCD","AMN","POST",13,"C","DW368",0.1,"Detection","Auto",2.29,0.301728812924864,0.0910402765490474
"2027",3658,"2025-07-15 15:42:32","CCD","AMN","POST",13,"C","DW368",2.7,"Detection","Auto",27.17,0.301728812924864,0.0910402765490474
"2028",3659,"2025-07-15 15:42:40","CCD","AMN","POST",13,"C","DW368",3,"Detection","Auto",29.49,0.301728812924864,0.0910402765490474
"2029",3660,"2025-07-15 15:42:47","CCD","AMN","POST",13,"C","DW368",0,"Manual Stop","Auto",0.3,0.301728812924864,0.0910402765490474
"2030",3661,"2025-07-15 15:42:54","CCD","AMN","POST",13,"C","DW368",2.7,"Detection","Auto",26.83,0.301728812924864,0.0910402765490474
"2031",3662,"2025-07-15 15:43:04","CCD","AMN","POST",13,"C","DW368",2.9,"Detection","Auto",28.49,0.301728812924864,0.0910402765490474
"2032",3663,"2025-07-15 15:43:23","CCD","AMN","POST",13,"C","DW368",5.2,"Detection","Auto",52.04,0.301728812924864,0.0910402765490474
"2033",3664,"2025-07-15 15:43:32","CCD","AMN","POST",13,"C","DW368",3.3,"Detection","Auto",33.13,0.301728812924864,0.0910402765490474
"2034",3665,"2025-07-15 15:43:39","CCD","AMN","POST",13,"C","DW368",1.8,"Detection","Auto",18.87,0.301728812924864,0.0910402765490474
"2035",3666,"2025-07-16 13:37:40","CCD","AMN","POST",14,"C","DW368",4.6,"Detection","Auto",45.74,0.433973523125018,0.18833301877354
"2036",3667,"2025-07-16 13:38:13","CCD","AMN","POST",14,"C","DW368",6.1,"Detection","Auto",59.67,0.433973523125018,0.18833301877354
"2037",3668,"2025-07-16 13:38:26","CCD","AMN","POST",14,"C","DW368",3.4,"Detection","Auto",34.79,0.433973523125018,0.18833301877354
"2038",3669,"2025-07-16 13:38:48","CCD","AMN","POST",14,"C","DW368",4,"Detection","Auto",40.1,0.433973523125018,0.18833301877354
"2039",3670,"2025-07-16 13:39:01","CCD","AMN","POST",14,"C","DW368",6.7,"Detection","Auto",60,0.433973523125018,0.18833301877354
"2040",3671,"2025-07-16 13:39:15","CCD","AMN","POST",14,"C","DW368",4.8,"Detection","Auto",47.06,0.433973523125018,0.18833301877354
"2041",3672,"2025-07-16 13:39:30","CCD","AMN","POST",14,"C","DW368",3.5,"Detection","Auto",35.46,0.433973523125018,0.18833301877354
"2042",3673,"2025-07-16 13:39:52","CCD","AMN","POST",14,"C","DW368",4.5,"Detection","Auto",44.41,0.433973523125018,0.18833301877354
"2043",3674,"2025-07-16 13:40:05","CCD","AMN","POST",14,"C","DW368",5.7,"Detection","Auto",57.01,0.433973523125018,0.18833301877354
"2044",3675,"2025-07-16 13:40:17","CCD","AMN","POST",14,"C","DW368",5.5,"Detection","Auto",54.69,0.433973523125018,0.18833301877354
"2045",3676,"2025-07-16 13:40:29","CCD","AMN","POST",14,"C","DW368",1.9,"Detection","Auto",19.87,0.433973523125018,0.18833301877354
"2046",3677,"2025-07-16 13:40:46","CCD","AMN","POST",14,"C","DW368",5.7,"Detection","Auto",57.35,0.433973523125018,0.18833301877354
"2047",3678,"2025-07-16 13:40:59","CCD","AMN","POST",14,"C","DW368",5.3,"Detection","Auto",52.7,0.433973523125018,0.18833301877354
"2048",3679,"2025-07-16 13:41:13","CCD","AMN","POST",14,"C","DW368",5.2,"Detection","Auto",52.04,0.433973523125018,0.18833301877354
"2049",3680,"2025-07-16 13:41:28","CCD","AMN","POST",14,"C","DW368",2.6,"Detection","Auto",27.17,0.433973523125018,0.18833301877354
"2050",3681,"2025-07-16 13:41:40","CCD","AMN","POST",14,"C","DW368",1.5,"Detection","Auto",16.22,0.433973523125018,0.18833301877354
"2051",3682,"2025-07-16 13:42:05","CCD","AMN","POST",14,"C","DW368",2.8,"Detection","Auto",27.83,0.433973523125018,0.18833301877354
"2052",3683,"2025-07-16 13:42:25","CCD","AMN","POST",14,"C","DW368",3,"Detection","Auto",29.82,0.433973523125018,0.18833301877354
"2053",3684,"2025-07-16 13:42:36","CCD","AMN","POST",14,"C","DW368",1.9,"Detection","Auto",19.2,0.433973523125018,0.18833301877354
"2054",3685,"2025-07-16 13:43:10","CCD","AMN","POST",14,"C","DW368",2,"Detection","Auto",21.19,0.433973523125018,0.18833301877354
"2055",3686,"2025-07-16 13:43:26","CCD","AMN","POST",14,"C","DW368",2.1,"Detection","Auto",20.86,0.433973523125018,0.18833301877354
"2056",3687,"2025-07-16 13:43:32","CCD","AMN","POST",14,"C","DW368",1,"Detection","Auto",10.91,0.433973523125018,0.18833301877354
"2057",3688,"2025-07-16 13:44:27","CCD","AMN","POST",14,"C","DW368",5.6,"Detection","Auto",55.69,0.433973523125018,0.18833301877354
"2058",3689,"2025-07-16 13:44:47","CCD","AMN","POST",14,"C","DW368",6.1,"Detection","Auto",60,0.433973523125018,0.18833301877354
"2059",3690,"2025-07-16 13:45:00","CCD","AMN","POST",14,"C","DW368",3.8,"Detection","Auto",37.78,0.433973523125018,0.18833301877354
"2060",3691,"2025-07-16 13:45:23","CCD","AMN","POST",14,"C","DW368",1.8,"Detection","Auto",18.21,0.433973523125018,0.18833301877354
"2061",3692,"2025-07-16 13:45:32","CCD","AMN","POST",14,"C","DW368",0.3,"Detection","Auto",3.62,0.433973523125018,0.18833301877354
"2062",3693,"2025-07-16 13:46:00","CCD","AMN","POST",14,"C","DW368",4.3,"Detection","Auto",42.09,0.433973523125018,0.18833301877354
"2063",3694,"2025-07-16 13:46:16","CCD","AMN","POST",14,"C","DW368",2.2,"Detection","Auto",22.19,0.433973523125018,0.18833301877354
"2064",3695,"2025-07-16 13:46:42","CCD","AMN","POST",14,"C","DW368",5.4,"Detection","Auto",54.36,0.433973523125018,0.18833301877354
"2065",3696,"2025-07-16 13:46:50","CCD","AMN","POST",14,"C","DW368",2.2,"Detection","Auto",22.19,0.433973523125018,0.18833301877354
"2066",3697,"2025-07-16 13:47:00","CCD","AMN","POST",14,"C","DW368",0.9,"Detection","Auto",9.59,0.433973523125018,0.18833301877354
"2067",3698,"2025-07-16 13:47:39","CCD","AMN","POST",14,"C","DW368",2.7,"Detection","Auto",27.5,0.433973523125018,0.18833301877354
"2068",3699,"2025-07-16 13:47:48","CCD","AMN","POST",14,"C","DW368",2,"Detection","Auto",19.87,0.433973523125018,0.18833301877354
"2069",3700,"2025-07-16 13:48:04","CCD","AMN","POST",14,"C","DW368",3.4,"Detection","Auto",33.13,0.433973523125018,0.18833301877354
"2070",3701,"2025-07-16 13:48:34","CCD","AMN","POST",14,"C","DW368",4.6,"Detection","Auto",45.74,0.433973523125018,0.18833301877354
"2071",3702,"2025-07-16 13:49:00","CCD","AMN","POST",14,"C","DW368",3.5,"Detection","Auto",34.46,0.433973523125018,0.18833301877354
"2072",3703,"2025-07-16 13:51:29","CCD","AMN","POST",14,"C","DW368",2.7,"Detection","Auto",27.17,0.433973523125018,0.18833301877354
"2073",3704,"2025-07-16 13:52:03","CCD","AMN","POST",14,"C","DW369",2.1,"Detection","Auto",21.53,0.433973523125018,0.18833301877354
"2074",3705,"2025-07-16 13:52:15","CCD","AMN","POST",14,"C","DW369",5.3,"Detection","Auto",53.03,0.433973523125018,0.18833301877354
"2075",3706,"2025-07-16 13:52:23","CCD","AMN","POST",14,"C","DW369",0.7,"Detection","Auto",7.26,0.433973523125018,0.18833301877354
"2076",3707,"2025-07-16 13:52:41","CCD","AMN","POST",14,"C","DW369",4.9,"Detection","Auto",49.39,0.433973523125018,0.18833301877354
"2077",3708,"2025-07-16 13:52:50","CCD","AMN","POST",14,"C","DW369",1.6,"Detection","Auto",16.22,0.433973523125018,0.18833301877354
"2078",3709,"2025-07-16 13:53:06","CCD","AMN","POST",14,"C","DW369",2,"Detection","Auto",20.53,0.433973523125018,0.18833301877354
"2079",3710,"2025-07-16 13:53:20","CCD","AMN","POST",14,"C","DW369",2.9,"Detection","Auto",29.16,0.433973523125018,0.18833301877354
"2080",3711,"2025-07-16 13:53:28","CCD","AMN","POST",14,"C","DW369",1.9,"Detection","Auto",19.54,0.433973523125018,0.18833301877354
"2081",3712,"2025-07-16 13:54:07","CCD","AMN","POST",14,"C","DW369",4,"Detection","Auto",40.43,0.433973523125018,0.18833301877354
"2082",3713,"2025-07-16 13:54:46","CCD","AMN","POST",14,"C","DW369",3,"Detection","Auto",30.48,0.433973523125018,0.18833301877354
"2083",3714,"2025-07-16 13:55:40","CCD","AMN","POST",14,"C","DW369",2.5,"Detection","Auto",25.17,0.433973523125018,0.18833301877354
"2084",3715,"2025-07-16 13:56:10","CCD","AMN","POST",14,"C","DW369",1.2,"Detection","Auto",12.24,0.433973523125018,0.18833301877354
"2085",3716,"2025-07-16 13:56:28","CCD","AMN","POST",14,"C","DW369",1.7,"Detection","Auto",17.22,0.433973523125018,0.18833301877354
"2086",3717,"2025-07-16 13:57:23","CCD","AMN","POST",14,"C","DW369",1.5,"Detection","Auto",16.22,0.433973523125018,0.18833301877354
"2087",3718,"2025-07-16 13:57:39","CCD","AMN","POST",14,"C","DW369",2.5,"Detection","Auto",25.84,0.433973523125018,0.18833301877354
"2088",3719,"2025-07-16 13:57:53","CCD","AMN","POST",14,"C","DW369",3.1,"Detection","Auto",31.81,0.433973523125018,0.18833301877354
"2089",3720,"2025-07-16 13:58:30","CCD","AMN","POST",14,"C","DW369",1.5,"Detection","Auto",14.89,0.433973523125018,0.18833301877354
"2090",3721,"2025-07-16 13:59:03","CCD","AMN","POST",14,"C","DW369",5.4,"Detection","Auto",53.37,0.433973523125018,0.18833301877354
"2091",3722,"2025-07-16 13:59:13","CCD","AMN","POST",14,"C","DW369",0.1,"Detection","Auto",1.63,0.433973523125018,0.18833301877354
"2092",3723,"2025-07-16 13:59:22","CCD","AMN","POST",14,"C","DW369",1.5,"Detection","Auto",15.23,0.433973523125018,0.18833301877354
"2093",3724,"2025-07-16 13:59:30","CCD","AMN","POST",14,"C","DW369",3.9,"Detection","Auto",39.44,0.433973523125018,0.18833301877354
"2094",3725,"2025-07-16 13:59:52","CCD","AMN","POST",14,"C","DW369",3.6,"Detection","Auto",35.46,0.433973523125018,0.18833301877354
"2095",3726,"2025-07-16 14:00:13","CCD","AMN","POST",14,"C","DW369",4.5,"Detection","Auto",45.41,0.433973523125018,0.18833301877354
"2096",3727,"2025-07-16 14:00:35","CCD","AMN","POST",14,"C","DW369",3.8,"Detection","Auto",37.45,0.433973523125018,0.18833301877354
"2097",3728,"2025-07-16 14:00:55","CCD","AMN","POST",14,"C","DW369",5.4,"Detection","Auto",53.7,0.433973523125018,0.18833301877354
"2098",3729,"2025-07-16 14:01:29","CCD","AMN","POST",14,"C","DW369",3.8,"Detection","Auto",38.77,0.433973523125018,0.18833301877354
"2099",3730,"2025-07-16 14:01:53","CCD","AMN","POST",14,"C","DW369",0.2,"Detection","Auto",2.29,0.433973523125018,0.18833301877354
"2100",3731,"2025-07-16 14:02:11","CCD","AMN","POST",14,"C","DW369",4,"Detection","Auto",40.1,0.433973523125018,0.18833301877354
"2101",3732,"2025-07-16 14:02:37","CCD","AMN","POST",14,"C","DW369",5.1,"Detection","Auto",51.04,0.433973523125018,0.18833301877354
"2102",3733,"2025-07-16 14:02:46","CCD","AMN","POST",14,"C","DW369",0,"Detection","Auto",0.3,0.433973523125018,0.18833301877354
"2103",3734,"2025-07-16 14:03:24","CCD","AMN","POST",14,"C","DW369",3.9,"Detection","Auto",39.44,0.433973523125018,0.18833301877354
"2104",3735,"2025-07-16 14:04:37","CCD","AMN","POST",14,"C","DW369",4.5,"Detection","Auto",44.74,0.433973523125018,0.18833301877354
"2105",3736,"2025-07-16 14:04:48","CCD","AMN","POST",14,"C","DW369",6,"Detection","Auto",59.01,0.433973523125018,0.18833301877354
"2106",3737,"2025-07-16 14:05:00","CCD","AMN","POST",14,"C","DW369",5,"Detection","Auto",49.72,0.433973523125018,0.18833301877354
"2107",3738,"2025-07-16 14:05:12","CCD","AMN","POST",14,"C","DW369",5.3,"Detection","Auto",52.37,0.433973523125018,0.18833301877354
"2108",3739,"2025-07-16 14:05:22","CCD","AMN","POST",14,"C","DW369",3.5,"Detection","Auto",34.79,0.433973523125018,0.18833301877354
"2109",3740,"2025-07-16 14:05:33","CCD","AMN","POST",14,"C","DW369",0,"Detection","Auto",0.3,0.433973523125018,0.18833301877354
"2110",3741,"2025-07-16 14:05:43","CCD","AMN","POST",14,"C","DW369",0.3,"Detection","Auto",3.95,0.433973523125018,0.18833301877354
"2111",3742,"2025-07-16 14:05:51","CCD","AMN","POST",14,"C","DW369",3.1,"Detection","Auto",31.48,0.433973523125018,0.18833301877354
"2112",3743,"2025-07-16 14:06:01","CCD","AMN","POST",14,"C","DW369",4.9,"Detection","Auto",48.72,0.433973523125018,0.18833301877354
"2113",3744,"2025-07-16 14:07:48","CCD","AMN","POST",14,"I","DW368",1.2,"Detection","Auto",12.57,0.433973523125018,0.18833301877354
"2114",3745,"2025-07-16 14:07:55","CCD","AMN","POST",14,"I","DW368",2.3,"Detection","Auto",23.18,0.433973523125018,0.18833301877354
"2115",3746,"2025-07-16 14:08:18","CCD","AMN","POST",14,"I","DW368",2.7,"Detection","Auto",27.17,0.433973523125018,0.18833301877354
"2116",3747,"2025-07-16 14:09:00","CCD","AMN","POST",14,"I","DW368",0.8,"Detection","Auto",8.92,0.433973523125018,0.18833301877354
"2117",3748,"2025-07-16 14:09:10","CCD","AMN","POST",14,"I","DW368",1,"Detection","Auto",9.92,0.433973523125018,0.18833301877354
"2118",3749,"2025-07-16 14:09:19","CCD","AMN","POST",14,"I","DW368",0.8,"Detection","Auto",9.26,0.433973523125018,0.18833301877354
"2119",3750,"2025-07-16 14:12:38","CCD","AMN","POST",14,"I","DW368",0.2,"Detection","Auto",3.29,0.433973523125018,0.18833301877354
"2120",3751,"2025-07-16 14:13:11","CCD","AMN","POST",14,"I","DW368",1.9,"Detection","Auto",19.2,0.433973523125018,0.18833301877354
"2121",3752,"2025-07-16 14:13:40","CCD","AMN","POST",14,"I","DW368",0.6,"Detection","Auto",6.27,0.433973523125018,0.18833301877354
"2122",3753,"2025-07-16 14:14:09","CCD","AMN","POST",14,"I","DW368",6,"Detection","Auto",59.34,0.433973523125018,0.18833301877354
"2123",3754,"2025-07-16 14:14:18","CCD","AMN","POST",14,"I","DW368",3.2,"Detection","Auto",32.8,0.433973523125018,0.18833301877354
"2124",3755,"2025-07-16 14:14:36","CCD","AMN","POST",14,"I","DW368",0.6,"Detection","Auto",6.6,0.433973523125018,0.18833301877354
"2125",3756,"2025-07-16 14:15:21","CCD","AMN","POST",14,"I","DW368",0.9,"Detection","Auto",9.92,0.433973523125018,0.18833301877354
"2126",3757,"2025-07-16 14:15:33","CCD","AMN","POST",14,"I","DW368",0.9,"Detection","Auto",9.26,0.433973523125018,0.18833301877354
"2127",3758,"2025-07-16 14:16:28","CCD","AMN","POST",14,"I","DW368",5.6,"Detection","Auto",56.68,0.433973523125018,0.18833301877354
"2128",3759,"2025-07-16 14:17:20","CCD","AMN","POST",14,"I","DW368",2.1,"Detection","Auto",22.19,0.433973523125018,0.18833301877354
"2129",3760,"2025-07-16 14:17:29","CCD","AMN","POST",14,"I","DW368",0.3,"Detection","Auto",3.29,0.433973523125018,0.18833301877354
"2130",3761,"2025-07-16 14:18:03","CCD","AMN","POST",14,"I","DW368",1.7,"Detection","Auto",17.22,0.433973523125018,0.18833301877354
"2131",3762,"2025-07-16 14:18:11","CCD","AMN","POST",14,"I","DW368",0.7,"Detection","Auto",7.6,0.433973523125018,0.18833301877354
"2132",3763,"2025-07-16 14:18:28","CCD","AMN","POST",14,"I","DW368",1,"Detection","Auto",10.58,0.433973523125018,0.18833301877354
"2133",3764,"2025-07-16 14:18:59","CCD","AMN","POST",14,"I","DW368",0.9,"Detection","Auto",9.26,0.433973523125018,0.18833301877354
"2134",3765,"2025-07-16 14:19:30","CCD","AMN","POST",14,"I","DW368",0.5,"Detection","Auto",5.94,0.433973523125018,0.18833301877354
"2135",3766,"2025-07-16 14:20:03","CCD","AMN","POST",14,"I","DW368",1.7,"Detection","Auto",17.22,0.433973523125018,0.18833301877354
"2136",3767,"2025-07-16 14:20:30","CCD","AMN","POST",14,"I","DW368",0.7,"Detection","Auto",8.26,0.433973523125018,0.18833301877354
"2137",3768,"2025-07-16 14:21:08","CCD","AMN","POST",14,"I","DW368",2.2,"Detection","Auto",22.19,0.433973523125018,0.18833301877354
"2138",3769,"2025-07-16 14:21:23","CCD","AMN","POST",14,"I","DW368",1.5,"Detection","Auto",15.89,0.433973523125018,0.18833301877354
"2139",3770,"2025-07-16 14:21:43","CCD","AMN","POST",14,"I","DW368",2,"Detection","Auto",19.87,0.433973523125018,0.18833301877354
"2140",3771,"2025-07-16 14:21:59","CCD","AMN","POST",14,"I","DW368",3.5,"Detection","Auto",34.79,0.433973523125018,0.18833301877354
"2141",3772,"2025-07-16 14:22:13","CCD","AMN","POST",14,"I","DW368",2.6,"Detection","Auto",26.5,0.433973523125018,0.18833301877354
"2142",3773,"2025-07-16 14:22:45","CCD","AMN","POST",14,"I","DW368",0.1,"Detection","Auto",1.29,0.433973523125018,0.18833301877354
"2143",3774,"2025-07-16 14:23:17","CCD","AMN","POST",14,"I","DW368",0,"Detection","Auto",0.3,0.433973523125018,0.18833301877354
"2144",3775,"2025-07-16 14:23:44","CCD","AMN","POST",14,"I","DW368",1.6,"Detection","Auto",16.88,0.433973523125018,0.18833301877354
"2145",3776,"2025-07-16 14:23:51","CCD","AMN","POST",14,"I","DW368",1.9,"Detection","Auto",19.87,0.433973523125018,0.18833301877354
"2146",3777,"2025-07-16 14:24:01","CCD","AMN","POST",14,"I","DW368",5.7,"Detection","Auto",57.01,0.433973523125018,0.18833301877354
"2147",3778,"2025-07-16 14:24:08","CCD","AMN","POST",14,"I","DW368",0.3,"Detection","Auto",4.28,0.433973523125018,0.18833301877354
"2148",3779,"2025-07-16 14:24:37","CCD","AMN","POST",14,"I","DW368",0.9,"Detection","Auto",9.92,0.433973523125018,0.18833301877354
"2149",3780,"2025-07-16 14:24:52","CCD","AMN","POST",14,"I","DW368",2.8,"Detection","Auto",28.16,0.433973523125018,0.18833301877354
"2150",3781,"2025-07-16 14:24:58","CCD","AMN","POST",14,"I","DW368",2.4,"Detection","Auto",24.18,0.433973523125018,0.18833301877354
"2151",3782,"2025-07-16 14:25:06","CCD","AMN","POST",14,"I","DW368",1.7,"Detection","Auto",17.22,0.433973523125018,0.18833301877354
"2152",3783,"2025-07-16 14:25:31","CCD","AMN","POST",14,"I","DW368",2,"Detection","Auto",20.53,0.433973523125018,0.18833301877354
"2153",3784,"2025-07-16 14:25:54","CCD","AMN","POST",14,"I","DW368",1,"Detection","Auto",10.25,0.433973523125018,0.18833301877354
"2154",3785,"2025-07-16 14:26:03","CCD","AMN","POST",14,"I","DW368",1,"Detection","Auto",11.24,0.433973523125018,0.18833301877354
"2155",3786,"2025-07-16 14:26:15","CCD","AMN","POST",14,"I","DW368",0.9,"Detection","Auto",10.25,0.433973523125018,0.18833301877354
"2156",3787,"2025-07-16 14:26:28","CCD","AMN","POST",14,"I","DW368",1.2,"Detection","Auto",12.9,0.433973523125018,0.18833301877354
"2157",3788,"2025-07-16 14:27:12","CCD","AMN","POST",14,"I","DW368",1.2,"Detection","Auto",12.24,0.433973523125018,0.18833301877354
"2158",3789,"2025-07-16 14:27:40","CCD","AMN","POST",14,"I","DW368",1.4,"Detection","Auto",14.89,0.433973523125018,0.18833301877354
"2159",3790,"2025-07-16 14:28:44","CCD","AMN","POST",14,"I","DW368",1.2,"Detection","Auto",12.24,0.433973523125018,0.18833301877354
"2160",3791,"2025-07-16 14:29:18","CCD","AMN","POST",14,"I","DW368",2.4,"Detection","Auto",23.85,0.433973523125018,0.18833301877354
"2161",3792,"2025-07-16 14:29:26","CCD","AMN","POST",14,"I","DW368",0.7,"Detection","Auto",7.6,0.433973523125018,0.18833301877354
"2162",3793,"2025-07-16 14:29:36","CCD","AMN","POST",14,"I","DW368",0.8,"Detection","Auto",8.59,0.433973523125018,0.18833301877354
"2163",3794,"2025-07-16 14:29:41","CCD","AMN","POST",14,"I","DW368",1.1,"Detection","Auto",11.58,0.433973523125018,0.18833301877354
"2164",3795,"2025-07-16 14:29:48","CCD","AMN","POST",14,"I","DW368",0.2,"Detection","Auto",2.62,0.433973523125018,0.18833301877354
"2165",3796,"2025-07-16 14:30:01","CCD","AMN","POST",14,"I","DW368",2.1,"Detection","Auto",21.19,0.433973523125018,0.18833301877354
"2166",3797,"2025-07-16 14:30:06","CCD","AMN","POST",14,"I","DW368",0.7,"Detection","Auto",7.26,0.433973523125018,0.18833301877354
"2167",3798,"2025-07-16 14:30:38","CCD","AMN","POST",14,"I","DW368",0.7,"Detection","Auto",6.93,0.433973523125018,0.18833301877354
"2168",3799,"2025-07-16 14:30:51","CCD","AMN","POST",14,"I","DW368",0.9,"Detection","Auto",9.59,0.433973523125018,0.18833301877354
"2169",3800,"2025-07-16 14:31:13","CCD","AMN","POST",14,"I","DW368",0.5,"Detection","Auto",5.61,0.433973523125018,0.18833301877354
"2170",3801,"2025-07-16 14:31:25","CCD","AMN","POST",14,"I","DW368",0.9,"Detection","Auto",9.26,0.433973523125018,0.18833301877354
"2171",3802,"2025-07-16 14:31:34","CCD","AMN","POST",14,"I","DW368",0.7,"Detection","Auto",7.26,0.433973523125018,0.18833301877354
"2172",3803,"2025-07-16 14:32:29","CCD","AMN","POST",14,"I","DW368",1.9,"Detection","Auto",19.54,0.433973523125018,0.18833301877354
"2173",3804,"2025-07-16 14:32:34","CCD","AMN","POST",14,"I","DW368",0.8,"Detection","Auto",9.26,0.433973523125018,0.18833301877354
"2174",3805,"2025-07-16 14:32:56","CCD","AMN","POST",14,"I","DW368",1.1,"Detection","Auto",11.58,0.433973523125018,0.18833301877354
"2175",3806,"2025-07-16 14:33:07","CCD","AMN","POST",14,"I","DW368",4.4,"Detection","Auto",44.08,0.433973523125018,0.18833301877354
"2176",3807,"2025-07-16 14:34:37","CCD","AMN","POST",14,"I","DW369",2.2,"Undefined","Auto",22.19,0.433973523125018,0.18833301877354
"2177",3808,"2025-07-16 14:34:44","CCD","AMN","POST",14,"I","DW369",4.3,"Detection","Auto",42.09,0.433973523125018,0.18833301877354
"2178",3809,"2025-07-16 14:34:54","CCD","AMN","POST",14,"I","DW369",3.3,"Detection","Auto",33.47,0.433973523125018,0.18833301877354
"2179",3810,"2025-07-16 14:35:08","CCD","AMN","POST",14,"I","DW369",3.7,"Detection","Auto",37.12,0.433973523125018,0.18833301877354
"2180",3811,"2025-07-16 14:35:14","CCD","AMN","POST",14,"I","DW369",0.2,"Detection","Auto",2.62,0.433973523125018,0.18833301877354
"2181",3812,"2025-07-16 14:35:36","CCD","AMN","POST",14,"I","DW369",3,"Detection","Auto",30.48,0.433973523125018,0.18833301877354
"2182",3813,"2025-07-16 14:35:53","CCD","AMN","POST",14,"I","DW369",2.2,"Detection","Auto",22.85,0.433973523125018,0.18833301877354
"2183",3814,"2025-07-16 14:36:10","CCD","AMN","POST",14,"I","DW369",1.5,"Detection","Auto",15.89,0.433973523125018,0.18833301877354
"2184",3815,"2025-07-16 14:36:15","CCD","AMN","POST",14,"I","DW369",0.6,"Detection","Auto",6.93,0.433973523125018,0.18833301877354
"2185",3816,"2025-07-16 14:36:28","CCD","AMN","POST",14,"I","DW369",2.2,"Detection","Auto",22.52,0.433973523125018,0.18833301877354
"2186",3817,"2025-07-16 14:37:18","CCD","AMN","POST",14,"I","DW369",2.4,"Detection","Auto",24.18,0.433973523125018,0.18833301877354
"2187",3818,"2025-07-16 14:37:24","CCD","AMN","POST",14,"I","DW369",1,"Detection","Auto",10.25,0.433973523125018,0.18833301877354
"2188",3819,"2025-07-16 14:37:46","CCD","AMN","POST",14,"I","DW369",0.9,"Detection","Auto",9.92,0.433973523125018,0.18833301877354
"2189",3820,"2025-07-16 14:37:53","CCD","AMN","POST",14,"I","DW369",3.2,"Detection","Auto",31.81,0.433973523125018,0.18833301877354
"2190",3821,"2025-07-16 14:39:18","CCD","AMN","POST",14,"I","DW369",1.6,"Detection","Auto",16.55,0.433973523125018,0.18833301877354
"2191",3822,"2025-07-16 14:39:23","CCD","AMN","POST",14,"I","DW369",0.7,"Detection","Auto",7.6,0.433973523125018,0.18833301877354
