Session;Date;Treatment;Protocol;Stage;Trial;ID;Latency;Reason;Mode;Scoring;Force;TargetForce;RampDuration;CutoffTime;LegacyMode;TouchPause;TouchForce;TimeThreshold
3479;07/15/2025 14:48:40;CCD;AMN;POST;I;DW368;2.3;Detection;Ramp;Auto;23.52;60.00;6;5;OFF;1.2;0.3;0.0
3480;07/15/2025 14:49:20;CCD;AMN;POST;I;DW369;3.7;Detection;Ramp;Auto;37.12;60.00;6;5;OFF;1.2;0.3;0.0
3481;07/15/2025 14:49:31;CCD;AMN;POST;I;DW369;2.6;Detection;Ramp;Auto;26.50;60.00;6;5;OFF;1.2;0.3;0.0
3482;07/15/2025 14:49:49;CCD;AMN;POST;I;DW369;2.8;Detection;Ramp;Auto;28.16;60.00;6;5;OFF;1.2;0.3;0.0
3483;07/15/2025 14:50:26;CCD;AMN;POST;I;DW369;0.2;Detection;Ramp;Auto;2.29;60.00;6;5;OFF;1.2;0.3;0.0
3484;07/15/2025 14:51:21;CCD;AMN;POST;I;DW369;2.3;Detection;Ramp;Auto;23.52;60.00;6;5;OFF;1.2;0.3;0.0
3485;07/15/2025 14:51:57;CCD;AMN;POST;I;DW369;3.8;Detection;Ramp;Auto;38.44;60.00;6;5;OFF;1.2;0.3;0.0
3486;07/15/2025 14:52:13;CCD;AMN;POST;I;DW369;1.7;Detection;Ramp;Auto;17.55;60.00;6;5;OFF;1.2;0.3;0.0
3487;07/15/2025 14:53:49;CCD;AMN;POST;I;DW369;2.9;Detection;Ramp;Auto;28.82;60.00;6;5;OFF;1.2;0.3;0.0
3488;07/15/2025 14:54:03;CCD;AMN;POST;I;DW369;3.5;Detection;Ramp;Auto;34.79;60.00;6;5;OFF;1.2;0.3;0.0
3489;07/15/2025 14:54:37;CCD;AMN;POST;I;DW369;2.2;Detection;Ramp;Auto;22.19;60.00;6;5;OFF;1.2;0.3;0.0
3490;07/15/2025 14:54:53;CCD;AMN;POST;I;DW369;1.7;Detection;Ramp;Auto;17.22;60.00;6;5;OFF;1.2;0.3;0.0
3491;07/15/2025 14:55:20;CCD;AMN;POST;I;DW369;3.7;Detection;Ramp;Auto;37.45;60.00;6;5;OFF;1.2;0.3;0.0
3492;07/15/2025 14:55:34;CCD;AMN;POST;I;DW369;1.5;Detection;Ramp;Auto;15.89;60.00;6;5;OFF;1.2;0.3;0.0
3493;07/15/2025 14:55:54;CCD;AMN;POST;I;DW369;2.1;Detection;Ramp;Auto;21.86;60.00;6;5;OFF;1.2;0.3;0.0
3494;07/15/2025 14:56:03;CCD;AMN;POST;I;DW369;0.9;Detection;Ramp;Auto;8.92;60.00;6;5;OFF;1.2;0.3;0.0
3495;07/15/2025 14:56:19;CCD;AMN;POST;I;DW369;0.1;Detection;Ramp;Auto;2.29;60.00;6;5;OFF;1.2;0.3;0.0
3496;07/15/2025 14:56:28;CCD;AMN;POST;I;DW369;4.1;Detection;Ramp;Auto;41.10;60.00;6;5;OFF;1.2;0.3;0.0
3497;07/15/2025 14:56:40;CCD;AMN;POST;I;DW369;3.3;Detection;Ramp;Auto;33.47;60.00;6;5;OFF;1.2;0.3;0.0
3498;07/15/2025 14:56:46;CCD;AMN;POST;I;DW369;0.1;Detection;Ramp;Auto;1.29;60.00;6;5;OFF;1.2;0.3;0.0
3499;07/15/2025 14:56:57;CCD;AMN;POST;I;DW369;3.0;Detection;Ramp;Auto;30.15;60.00;6;5;OFF;1.2;0.3;0.0
3500;07/15/2025 14:57:13;CCD;AMN;POST;I;DW369;1.4;Detection;Ramp;Auto;15.23;60.00;6;5;OFF;1.2;0.3;0.0
3501;07/15/2025 14:57:18;CCD;AMN;POST;I;DW369;0.0;Detection;Ramp;Auto;0.30;60.00;6;5;OFF;1.2;0.3;0.0
3502;07/15/2025 14:57:31;CCD;AMN;POST;I;DW369;2.5;Detection;Ramp;Auto;24.84;60.00;6;5;OFF;1.2;0.3;0.0
3503;07/15/2025 14:57:52;CCD;AMN;POST;I;DW369;2.0;Detection;Ramp;Auto;20.86;60.00;6;5;OFF;1.2;0.3;0.0
3504;07/15/2025 14:58:08;CCD;AMN;POST;I;DW369;2.6;Detection;Ramp;Auto;26.50;60.00;6;5;OFF;1.2;0.3;0.0
3505;07/15/2025 14:58:19;CCD;AMN;POST;I;DW369;3.9;Detection;Ramp;Auto;39.44;60.00;6;5;OFF;1.2;0.3;0.0
3506;07/15/2025 14:58:26;CCD;AMN;POST;I;DW369;0.0;Detection;Ramp;Auto;0.30;60.00;6;5;OFF;1.2;0.3;0.0
3507;07/15/2025 14:58:40;CCD;AMN;POST;I;DW369;0.5;Detection;Ramp;Auto;5.94;60.00;6;5;OFF;1.2;0.3;0.0
3508;07/15/2025 14:58:51;CCD;AMN;POST;I;DW369;0.4;Detection;Ramp;Auto;4.61;60.00;6;5;OFF;1.2;0.3;0.0
3509;07/15/2025 14:58:59;CCD;AMN;POST;I;DW369;2.1;Detection;Ramp;Auto;21.19;60.00;6;5;OFF;1.2;0.3;0.0
3510;07/15/2025 14:59:13;CCD;AMN;POST;I;DW369;2.1;Detection;Ramp;Auto;20.86;60.00;6;5;OFF;1.2;0.3;0.0
3511;07/15/2025 14:59:38;CCD;AMN;POST;I;DW369;1.7;Detection;Ramp;Auto;16.88;60.00;6;5;OFF;1.2;0.3;0.0
3512;07/15/2025 14:59:54;CCD;AMN;POST;I;DW369;7.6;Detection;Ramp;Auto;60.00;60.00;6;5;OFF;1.2;0.3;0.0
3513;07/15/2025 15:00:03;CCD;AMN;POST;I;DW369;1.4;Detection;Ramp;Auto;14.23;60.00;6;5;OFF;1.2;0.3;0.0
3514;07/15/2025 15:00:15;CCD;AMN;POST;I;DW369;2.7;Detection;Ramp;Auto;27.50;60.00;6;5;OFF;1.2;0.3;0.0
3515;07/15/2025 15:00:20;CCD;AMN;POST;I;DW369;1.5;Detection;Ramp;Auto;16.22;60.00;6;5;OFF;1.2;0.3;0.0
3516;07/15/2025 15:00:33;CCD;AMN;POST;I;DW369;1.2;Detection;Ramp;Auto;12.90;60.00;6;5;OFF;1.2;0.3;0.0
3517;07/15/2025 15:00:41;CCD;AMN;POST;I;DW369;2.6;Detection;Ramp;Auto;26.83;60.00;6;5;OFF;1.2;0.3;0.0
3518;07/15/2025 15:01:24;CCD;AMN;POST;I;DW369;2.4;Detection;Ramp;Auto;24.84;60.00;6;5;OFF;1.2;0.3;0.0
3519;07/15/2025 15:01:28;CCD;AMN;POST;I;DW369;0.1;Detection;Ramp;Auto;2.29;60.00;6;5;OFF;1.2;0.3;0.0
3520;07/15/2025 15:02:03;CCD;AMN;POST;I;DW369;1.3;Detection;Ramp;Auto;13.57;60.00;6;5;OFF;1.2;0.3;0.0
3521;07/15/2025 15:02:26;CCD;AMN;POST;I;DW369;0.6;Detection;Ramp;Auto;7.26;60.00;6;5;OFF;1.2;0.3;0.0
3522;07/15/2025 15:02:35;CCD;AMN;POST;I;DW369;1.0;Detection;Ramp;Auto;10.58;60.00;6;5;OFF;1.2;0.3;0.0
3523;07/15/2025 15:02:47;CCD;AMN;POST;I;DW369;1.9;Detection;Ramp;Auto;19.87;60.00;6;5;OFF;1.2;0.3;0.0
3524;07/15/2025 15:02:57;CCD;AMN;POST;I;DW369;2.1;Detection;Ramp;Auto;21.19;60.00;6;5;OFF;1.2;0.3;0.0
3525;07/15/2025 15:03:06;CCD;AMN;POST;I;DW369;2.5;Detection;Ramp;Auto;25.17;60.00;6;5;OFF;1.2;0.3;0.0
3526;07/15/2025 15:03:33;CCD;AMN;POST;I;DW369;2.8;Detection;Ramp;Auto;28.82;60.00;6;5;OFF;1.2;0.3;0.0
3527;07/15/2025 15:03:38;CCD;AMN;POST;I;DW369;0.3;Detection;Ramp;Auto;4.28;60.00;6;5;OFF;1.2;0.3;0.0
3528;07/15/2025 15:04:03;CCD;AMN;POST;I;DW369;11.0;Cutoff;Ramp;Auto;60.00;60.00;6;5;OFF;1.2;0.3;0.0
3529;07/15/2025 15:04:11;CCD;AMN;POST;I;DW369;3.7;Detection;Ramp;Auto;36.45;60.00;6;5;OFF;1.2;0.3;0.0
3530;07/15/2025 15:04:35;CCD;AMN;POST;I;DW369;1.5;Detection;Ramp;Auto;14.89;60.00;6;5;OFF;1.2;0.3;0.0
3531;07/15/2025 15:06:13;CCD;AMN;POST;I;DW369;2.1;Detection;Ramp;Auto;21.19;60.00;6;5;OFF;1.2;0.3;0.0
3532;07/15/2025 15:06:18;CCD;AMN;POST;I;DW369;2.1;Detection;Ramp;Auto;21.86;60.00;6;5;OFF;1.2;0.3;0.0
3533;07/15/2025 15:06:25;CCD;AMN;POST;I;DW369;0.0;Detection;Ramp;Auto;0.30;60.00;6;5;OFF;1.2;0.3;0.0
3534;07/15/2025 15:06:46;CCD;AMN;POST;I;DW369;2.8;Detection;Ramp;Auto;27.83;60.00;6;5;OFF;1.2;0.3;0.0
3535;07/15/2025 15:07:00;CCD;AMN;POST;I;DW369;4.1;Detection;Ramp;Auto;40.43;60.00;6;5;OFF;1.2;0.3;0.0
3536;07/15/2025 15:07:09;CCD;AMN;POST;I;DW369;3.0;Detection;Ramp;Auto;30.15;60.00;6;5;OFF;1.2;0.3;0.0
3537;07/15/2025 15:08:08;CCD;AMN;POST;I;DW369;3.0;Detection;Ramp;Auto;30.15;60.00;6;5;OFF;1.2;0.3;0.0
3538;07/15/2025 15:08:12;CCD;AMN;POST;I;DW369;2.3;Detection;Ramp;Auto;23.52;60.00;6;5;OFF;1.2;0.3;0.0
3539;07/15/2025 15:08:20;CCD;AMN;POST;I;DW369;3.5;Detection;Ramp;Auto;35.13;60.00;6;5;OFF;1.2;0.3;0.0
3540;07/15/2025 15:08:31;CCD;AMN;POST;I;DW369;2.5;Detection;Ramp;Auto;25.17;60.00;6;5;OFF;1.2;0.3;0.0
3541;07/15/2025 15:08:45;CCD;AMN;POST;I;DW369;3.8;Detection;Ramp;Auto;37.45;60.00;6;5;OFF;1.2;0.3;0.0
3542;07/15/2025 15:08:58;CCD;AMN;POST;I;DW369;7.0;Detection;Ramp;Auto;60.00;60.00;6;5;OFF;1.2;0.3;0.0
3543;07/15/2025 15:09:10;CCD;AMN;POST;I;DW369;1.7;Detection;Ramp;Auto;17.22;60.00;6;5;OFF;1.2;0.3;0.0
3544;07/15/2025 15:09:30;CCD;AMN;POST;I;DW369;0.2;Detection;Ramp;Auto;2.62;60.00;6;5;OFF;1.2;0.3;0.0
3545;07/15/2025 15:09:36;CCD;AMN;POST;I;DW369;1.7;Detection;Ramp;Auto;17.88;60.00;6;5;OFF;1.2;0.3;0.0
3546;07/15/2025 15:11:08;CCD;AMN;POST;I;DW368;0.2;Detection;Ramp;Auto;2.29;60.00;6;5;OFF;1.2;0.3;0.0
3547;07/15/2025 15:11:13;CCD;AMN;POST;I;DW368;0.1;Detection;Ramp;Auto;2.29;60.00;6;5;OFF;1.2;0.3;0.0
3548;07/15/2025 15:11:22;CCD;AMN;POST;I;DW368;0.2;Detection;Ramp;Auto;2.29;60.00;6;5;OFF;1.2;0.3;0.0
3549;07/15/2025 15:11:48;CCD;AMN;POST;I;DW368;0.2;Detection;Ramp;Auto;2.95;60.00;6;5;OFF;1.2;0.3;0.0
3550;07/15/2025 15:11:52;CCD;AMN;POST;I;DW368;0.2;Detection;Ramp;Auto;2.62;60.00;6;5;OFF;1.2;0.3;0.0
3551;07/15/2025 15:12:02;CCD;AMN;POST;I;DW368;0.2;Detection;Ramp;Auto;2.29;60.00;6;5;OFF;1.2;0.3;0.0
3552;07/15/2025 15:12:11;CCD;AMN;POST;I;DW368;6.0;Detection;Ramp;Auto;59.67;60.00;6;5;OFF;1.2;0.3;0.0
3553;07/15/2025 15:12:20;CCD;AMN;POST;I;DW368;0.6;Detection;Ramp;Auto;7.26;60.00;6;5;OFF;1.2;0.3;0.0
3554;07/15/2025 15:12:29;CCD;AMN;POST;I;DW368;0.2;Detection;Ramp;Auto;2.95;60.00;6;5;OFF;1.2;0.3;0.0
3555;07/15/2025 15:12:54;CCD;AMN;POST;I;DW368;1.4;Detection;Ramp;Auto;14.56;60.00;6;5;OFF;1.2;0.3;0.0
3556;07/15/2025 15:13:13;CCD;AMN;POST;I;DW368;0.7;Detection;Ramp;Auto;7.26;60.00;6;5;OFF;1.2;0.3;0.0
3557;07/15/2025 15:13:32;CCD;AMN;POST;I;DW368;0.7;Detection;Ramp;Auto;8.26;60.00;6;5;OFF;1.2;0.3;0.0
3558;07/15/2025 15:13:37;CCD;AMN;POST;I;DW368;1.2;Detection;Ramp;Auto;13.23;60.00;6;5;OFF;1.2;0.3;0.0
3559;07/15/2025 15:13:45;CCD;AMN;POST;I;DW368;1.6;Detection;Ramp;Auto;16.55;60.00;6;5;OFF;1.2;0.3;0.0
3560;07/15/2025 15:13:56;CCD;AMN;POST;I;DW368;0.7;Detection;Ramp;Auto;7.93;60.00;6;5;OFF;1.2;0.3;0.0
3561;07/15/2025 15:14:20;CCD;AMN;POST;I;DW368;2.1;Detection;Ramp;Auto;21.53;60.00;6;5;OFF;1.2;0.3;0.0
3562;07/15/2025 15:14:34;CCD;AMN;POST;I;DW368;2.2;Detection;Ramp;Auto;22.19;60.00;6;5;OFF;1.2;0.3;0.0
3563;07/15/2025 15:14:40;CCD;AMN;POST;I;DW368;1.1;Detection;Ramp;Auto;11.24;60.00;6;5;OFF;1.2;0.3;0.0
3564;07/15/2025 15:14:46;CCD;AMN;POST;I;DW368;1.6;Detection;Ramp;Auto;16.55;60.00;6;5;OFF;1.2;0.3;0.0
3565;07/15/2025 15:14:59;CCD;AMN;POST;I;DW368;0.7;Detection;Ramp;Auto;8.26;60.00;6;5;OFF;1.2;0.3;0.0
3566;07/15/2025 15:15:04;CCD;AMN;POST;I;DW368;1.7;Detection;Ramp;Auto;18.21;60.00;6;5;OFF;1.2;0.3;0.0
3567;07/15/2025 15:15:22;CCD;AMN;POST;I;DW368;9.8;Detection;Ramp;Auto;60.00;60.00;6;5;OFF;1.2;0.3;0.0
3568;07/15/2025 15:15:27;CCD;AMN;POST;I;DW368;0.5;Detection;Ramp;Auto;6.27;60.00;6;5;OFF;1.2;0.3;0.0
3569;07/15/2025 15:15:45;CCD;AMN;POST;I;DW368;1.1;Detection;Ramp;Auto;11.24;60.00;6;5;OFF;1.2;0.3;0.0
3570;07/15/2025 15:15:51;CCD;AMN;POST;I;DW368;1.6;Detection;Ramp;Auto;16.88;60.00;6;5;OFF;1.2;0.3;0.0
3571;07/15/2025 15:16:00;CCD;AMN;POST;I;DW368;1.0;Detection;Ramp;Auto;10.91;60.00;6;5;OFF;1.2;0.3;0.0
3572;07/15/2025 15:16:10;CCD;AMN;POST;I;DW368;1.2;Detection;Ramp;Auto;12.90;60.00;6;5;OFF;1.2;0.3;0.0
3573;07/15/2025 15:16:24;CCD;AMN;POST;I;DW368;0.7;Detection;Ramp;Auto;8.26;60.00;6;5;OFF;1.2;0.3;0.0
3574;07/15/2025 15:16:32;CCD;AMN;POST;I;DW368;0.4;Detection;Ramp;Auto;4.94;60.00;6;5;OFF;1.2;0.3;0.0
3575;07/15/2025 15:17:35;CCD;AMN;POST;I;DW368;0.1;Manual Stop;Ramp;Auto;0.96;60.00;6;5;OFF;1.2;0.3;0.0
3576;07/15/2025 15:17:41;CCD;AMN;POST;I;DW368;1.7;Detection;Ramp;Auto;17.22;60.00;6;5;OFF;1.2;0.3;0.0
3577;07/15/2025 15:18:32;CCD;AMN;POST;I;DW368;0.2;Detection;Ramp;Auto;2.95;60.00;6;5;OFF;1.2;0.3;0.0
3578;07/15/2025 15:18:49;CCD;AMN;POST;I;DW368;0.2;Detection;Ramp;Auto;2.29;60.00;6;5;OFF;1.2;0.3;0.0
3579;07/15/2025 15:20:23;CCD;AMN;POST;I;DW368;0.2;Detection;Ramp;Auto;3.29;60.00;6;5;OFF;1.2;0.3;0.0
3580;07/15/2025 15:20:32;CCD;AMN;POST;I;DW368;0.2;Detection;Ramp;Auto;2.62;60.00;6;5;OFF;1.2;0.3;0.0
3581;07/15/2025 15:21:43;CCD;AMN;POST;I;DW368;1.4;Detection;Ramp;Auto;14.89;60.00;6;5;OFF;1.2;0.3;0.0
3582;07/15/2025 15:22:00;CCD;AMN;POST;I;DW368;0.5;Detection;Ramp;Auto;5.61;60.00;6;5;OFF;1.2;0.3;0.0
3583;07/15/2025 15:22:38;CCD;AMN;POST;I;DW368;0.5;Detection;Ramp;Auto;5.94;60.00;6;5;OFF;1.2;0.3;0.0
3584;07/15/2025 15:24:18;CCD;AMN;POST;I;DW368;1.3;Detection;Ramp;Auto;13.23;60.00;6;5;OFF;1.2;0.3;0.0
3585;07/15/2025 15:24:26;CCD;AMN;POST;I;DW368;0.2;Detection;Ramp;Auto;3.29;60.00;6;5;OFF;1.2;0.3;0.0
3586;07/15/2025 15:24:57;CCD;AMN;POST;I;DW368;2.9;Detection;Ramp;Auto;29.49;60.00;6;5;OFF;1.2;0.3;0.0
3587;07/15/2025 15:25:05;CCD;AMN;POST;I;DW368;0.8;Detection;Ramp;Auto;8.26;60.00;6;5;OFF;1.2;0.3;0.0
3588;07/15/2025 15:25:19;CCD;AMN;POST;I;DW368;0.9;Detection;Ramp;Auto;9.59;60.00;6;5;OFF;1.2;0.3;0.0
3589;07/15/2025 15:25:30;CCD;AMN;POST;I;DW368;2.3;Detection;Ramp;Auto;23.52;60.00;6;5;OFF;1.2;0.3;0.0
3590;07/15/2025 15:25:40;CCD;AMN;POST;I;DW368;3.2;Detection;Ramp;Auto;32.14;60.00;6;5;OFF;1.2;0.3;0.0
3591;07/15/2025 15:25:46;CCD;AMN;POST;I;DW368;1.9;Detection;Ramp;Auto;19.20;60.00;6;5;OFF;1.2;0.3;0.0
3592;07/15/2025 15:25:52;CCD;AMN;POST;I;DW368;0.6;Detection;Ramp;Auto;6.27;60.00;6;5;OFF;1.2;0.3;0.0
3593;07/15/2025 15:26:17;CCD;AMN;POST;I;DW368;10.7;Detection;Ramp;Auto;60.00;60.00;6;5;OFF;1.2;0.3;0.0
3594;07/15/2025 15:26:39;CCD;AMN;POST;I;DW368;1.8;Detection;Ramp;Auto;18.54;60.00;6;5;OFF;1.2;0.3;0.0
3595;07/15/2025 15:26:50;CCD;AMN;POST;I;DW368;0.2;Detection;Ramp;Auto;2.29;60.00;6;5;OFF;1.2;0.3;0.0
3596;07/15/2025 15:28:01;CCD;AMN;POST;I;DW368;0.2;Detection;Ramp;Auto;2.95;60.00;6;5;OFF;1.2;0.3;0.0
3597;07/15/2025 15:28:54;CCD;AMN;POST;I;DW368;1.0;Detection;Ramp;Auto;11.24;60.00;6;5;OFF;1.2;0.3;0.0
3598;07/15/2025 15:29:01;CCD;AMN;POST;I;DW368;0.9;Detection;Ramp;Auto;9.26;60.00;6;5;OFF;1.2;0.3;0.0
3599;07/15/2025 15:29:05;CCD;AMN;POST;I;DW368;0.5;Detection;Ramp;Auto;6.27;60.00;6;5;OFF;1.2;0.3;0.0
3600;07/15/2025 15:29:10;CCD;AMN;POST;I;DW368;0.1;Detection;Ramp;Auto;1.63;60.00;6;5;OFF;1.2;0.3;0.0
3601;07/15/2025 15:29:21;CCD;AMN;POST;I;DW368;0.6;Detection;Ramp;Auto;6.60;60.00;6;5;OFF;1.2;0.3;0.0
3602;07/15/2025 15:29:35;CCD;AMN;POST;I;DW368;0.2;Detection;Ramp;Auto;2.29;60.00;6;5;OFF;1.2;0.3;0.0
3603;07/15/2025 15:29:42;CCD;AMN;POST;I;DW368;1.2;Detection;Ramp;Auto;11.91;60.00;6;5;OFF;1.2;0.3;0.0
3604;07/15/2025 15:29:51;CCD;AMN;POST;I;DW368;1.9;Detection;Ramp;Auto;19.54;60.00;6;5;OFF;1.2;0.3;0.0
3605;07/15/2025 15:30:07;CCD;AMN;POST;I;DW368;1.0;Detection;Ramp;Auto;10.91;60.00;6;5;OFF;1.2;0.3;0.0
3606;07/15/2025 15:30:19;CCD;AMN;POST;I;DW368;1.2;Detection;Ramp;Auto;12.57;60.00;6;5;OFF;1.2;0.3;0.0
3607;07/15/2025 15:30:39;CCD;AMN;POST;I;DW368;0.8;Detection;Ramp;Auto;8.59;60.00;6;5;OFF;1.2;0.3;0.0
3608;07/15/2025 15:30:43;CCD;AMN;POST;I;DW368;0.5;Detection;Ramp;Auto;5.94;60.00;6;5;OFF;1.2;0.3;0.0
3609;07/15/2025 15:31:04;CCD;AMN;POST;I;DW368;1.5;Detection;Ramp;Auto;15.23;60.00;6;5;OFF;1.2;0.3;0.0
3610;07/15/2025 15:31:33;CCD;AMN;POST;I;DW368;3.7;Detection;Ramp;Auto;37.78;60.00;6;5;OFF;1.2;0.3;0.0
3611;07/15/2025 15:32:12;CCD;AMN;POST;I;DW368;3.9;Detection;Ramp;Auto;39.44;60.00;6;5;OFF;1.2;0.3;0.0
3612;07/15/2025 15:32:18;CCD;AMN;POST;I;DW368;2.2;Detection;Ramp;Auto;22.19;60.00;6;5;OFF;1.2;0.3;0.0
3613;07/15/2025 15:32:24;CCD;AMN;POST;I;DW368;2.1;Detection;Ramp;Auto;21.86;60.00;6;5;OFF;1.2;0.3;0.0
3614;07/15/2025 15:32:39;CCD;AMN;POST;I;DW368;1.3;Detection;Ramp;Auto;13.57;60.00;6;5;OFF;1.2;0.3;0.0
3615;07/15/2025 15:32:46;CCD;AMN;POST;I;DW368;2.6;Detection;Ramp;Auto;26.83;60.00;6;5;OFF;1.2;0.3;0.0
3616;07/15/2025 15:32:50;CCD;AMN;POST;I;DW368;0.6;Detection;Ramp;Auto;7.26;60.00;6;5;OFF;1.2;0.3;0.0
3617;07/15/2025 15:32:58;CCD;AMN;POST;I;DW368;1.0;Detection;Ramp;Auto;10.25;60.00;6;5;OFF;1.2;0.3;0.0
3618;07/15/2025 15:33:05;CCD;AMN;POST;I;DW368;0.8;Detection;Ramp;Auto;9.26;60.00;6;5;OFF;1.2;0.3;0.0
3619;07/15/2025 15:34:16;CCD;AMN;POST;I;DW368;3.1;Undefined;Ramp;Auto;31.48;60.00;6;5;OFF;1.2;0.3;0.0
3620;07/15/2025 15:34:18;CCD;AMN;POST;I;DW368;0.2;Detection;Ramp;Auto;2.62;60.00;6;5;OFF;1.2;0.3;0.0
3621;07/15/2025 15:34:26;CCD;AMN;POST;I;DW368;0.9;Detection;Ramp;Auto;10.25;60.00;6;5;OFF;1.2;0.3;0.0
3622;07/15/2025 15:35:02;CCD;AMN;POST;C;DW369;5.4;Detection;Ramp;Auto;54.03;60.00;6;5;OFF;1.2;0.3;0.0
3623;07/15/2025 15:35:10;CCD;AMN;POST;C;DW369;1.6;Detection;Ramp;Auto;16.55;60.00;6;5;OFF;1.2;0.3;0.0
3624;07/15/2025 15:35:19;CCD;AMN;POST;C;DW369;1.7;Detection;Ramp;Auto;17.22;60.00;6;5;OFF;1.2;0.3;0.0
3625;07/15/2025 15:35:25;CCD;AMN;POST;C;DW369;2.8;Detection;Ramp;Auto;28.16;60.00;6;5;OFF;1.2;0.3;0.0
3626;07/15/2025 15:35:36;CCD;AMN;POST;C;DW369;0.8;Detection;Ramp;Auto;8.26;60.00;6;5;OFF;1.2;0.3;0.0
3627;07/15/2025 15:35:44;CCD;AMN;POST;C;DW369;0.8;Detection;Ramp;Auto;8.92;60.00;6;5;OFF;1.2;0.3;0.0
3628;07/15/2025 15:35:50;CCD;AMN;POST;C;DW369;1.7;Detection;Ramp;Auto;18.21;60.00;6;5;OFF;1.2;0.3;0.0
3629;07/15/2025 15:36:03;CCD;AMN;POST;C;DW369;0.6;Detection;Ramp;Auto;6.60;60.00;6;5;OFF;1.2;0.3;0.0
3630;07/15/2025 15:36:09;CCD;AMN;POST;C;DW369;2.5;Detection;Ramp;Auto;25.51;60.00;6;5;OFF;1.2;0.3;0.0
3631;07/15/2025 15:36:19;CCD;AMN;POST;C;DW369;0.4;Detection;Ramp;Auto;4.94;60.00;6;5;OFF;1.2;0.3;0.0
3632;07/15/2025 15:36:32;CCD;AMN;POST;C;DW369;1.4;Detection;Ramp;Auto;13.90;60.00;6;5;OFF;1.2;0.3;0.0
3633;07/15/2025 15:36:38;CCD;AMN;POST;C;DW369;1.6;Detection;Ramp;Auto;16.22;60.00;6;5;OFF;1.2;0.3;0.0
3634;07/15/2025 15:36:44;CCD;AMN;POST;C;DW369;1.6;Detection;Ramp;Auto;16.55;60.00;6;5;OFF;1.2;0.3;0.0
3635;07/15/2025 15:37:53;CCD;AMN;POST;C;DW369;6.2;Undefined;Ramp;Auto;60.00;60.00;6;5;OFF;1.2;0.3;0.0
3636;07/15/2025 15:37:59;CCD;AMN;POST;C;DW369;4.2;Detection;Ramp;Auto;41.43;60.00;6;5;OFF;1.2;0.3;0.0
3637;07/15/2025 15:38:08;CCD;AMN;POST;C;DW369;2.6;Detection;Ramp;Auto;26.83;60.00;6;5;OFF;1.2;0.3;0.0
3638;07/15/2025 15:38:16;CCD;AMN;POST;C;DW369;0.6;Detection;Ramp;Auto;6.60;60.00;6;5;OFF;1.2;0.3;0.0
3639;07/15/2025 15:38:28;CCD;AMN;POST;C;DW369;2.9;Detection;Ramp;Auto;29.16;60.00;6;5;OFF;1.2;0.3;0.0
3640;07/15/2025 15:38:36;CCD;AMN;POST;C;DW369;3.5;Detection;Ramp;Auto;35.46;60.00;6;5;OFF;1.2;0.3;0.0
3641;07/15/2025 15:38:41;CCD;AMN;POST;C;DW369;0.1;Detection;Ramp;Auto;1.96;60.00;6;5;OFF;1.2;0.3;0.0
3642;07/15/2025 15:38:46;CCD;AMN;POST;C;DW369;1.6;Detection;Ramp;Auto;16.22;60.00;6;5;OFF;1.2;0.3;0.0
3643;07/15/2025 15:39:16;CCD;AMN;POST;C;DW368;4.1;Detection;Ramp;Auto;41.10;60.00;6;5;OFF;1.2;0.3;0.0
3644;07/15/2025 15:39:25;CCD;AMN;POST;C;DW368;3.2;Detection;Ramp;Auto;31.81;60.00;6;5;OFF;1.2;0.3;0.0
3645;07/15/2025 15:39:34;CCD;AMN;POST;C;DW368;1.2;Detection;Ramp;Auto;12.24;60.00;6;5;OFF;1.2;0.3;0.0
3646;07/15/2025 15:39:49;CCD;AMN;POST;C;DW368;2.2;Detection;Ramp;Auto;21.86;60.00;6;5;OFF;1.2;0.3;0.0
3647;07/15/2025 15:40:11;CCD;AMN;POST;C;DW368;0.7;Detection;Ramp;Auto;7.93;60.00;6;5;OFF;1.2;0.3;0.0
3648;07/15/2025 15:40:19;CCD;AMN;POST;C;DW368;3.8;Detection;Ramp;Auto;38.44;60.00;6;5;OFF;1.2;0.3;0.0
3649;07/15/2025 15:40:26;CCD;AMN;POST;C;DW368;1.7;Detection;Ramp;Auto;17.88;60.00;6;5;OFF;1.2;0.3;0.0
3650;07/15/2025 15:40:47;CCD;AMN;POST;C;DW368;2.8;Detection;Ramp;Auto;27.83;60.00;6;5;OFF;1.2;0.3;0.0
3651;07/15/2025 15:40:53;CCD;AMN;POST;C;DW368;1.3;Detection;Ramp;Auto;13.23;60.00;6;5;OFF;1.2;0.3;0.0
3652;07/15/2025 15:41:14;CCD;AMN;POST;C;DW368;3.2;Detection;Ramp;Auto;32.47;60.00;6;5;OFF;1.2;0.3;0.0
3653;07/15/2025 15:41:25;CCD;AMN;POST;C;DW368;4.8;Detection;Ramp;Auto;48.06;60.00;6;5;OFF;1.2;0.3;0.0
3654;07/15/2025 15:41:37;CCD;AMN;POST;C;DW368;4.0;Detection;Ramp;Auto;40.43;60.00;6;5;OFF;1.2;0.3;0.0
3655;07/15/2025 15:41:59;CCD;AMN;POST;C;DW368;4.1;Detection;Ramp;Auto;41.43;60.00;6;5;OFF;1.2;0.3;0.0
3656;07/15/2025 15:42:08;CCD;AMN;POST;C;DW368;4.1;Detection;Ramp;Auto;41.10;60.00;6;5;OFF;1.2;0.3;0.0
