Session,Date,Treatment,Protocol,Stage,Trial,ID,Latency,Reason,Mode,Scoring,Force,TargetForce,RampDuration,CutoffTime,LegacyMode,TouchPause,TouchForce,TimeThreshold,Inconsistent,Response,SurgeryDate,DayNumber
3406,2025-07-07 16:31:53,CCD,AMN,POST,I,DW369,0.0,Detection,Ramp,Auto,0.63,60.0,6,5,OFF,1.2,0.3,0.0,True,0,2025-07-02 10:38:51,5
3407,2025-07-07 16:32:21,CCD,AMN,POST,I,DW369,3.3,Detection,Ramp,Auto,32.8,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,5
3408,2025-07-07 16:32:34,CCD,AMN,POST,I,DW369,1.3,Detection,Ramp,Auto,13.23,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,5
3409,2025-07-07 16:32:44,CCD,AMN,POST,I,DW369,0.5,Detection,Ramp,Auto,5.61,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,5
3410,2025-07-07 16:33:26,CCD,AMN,POST,I,DW369,1.6,Detection,Ramp,Auto,16.88,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,5
3411,2025-07-10 12:20:36,CCD,AMN,POST,I,DW368,1.3,Detection,Ramp,Auto,13.23,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 09:19:54,8
3412,2025-07-10 12:20:53,CCD,AMN,POST,I,DW368,0.2,Detection,Ramp,Auto,2.62,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 09:19:54,8
3413,2025-07-10 12:21:07,CCD,AMN,POST,I,DW368,1.4,Detection,Ramp,Auto,14.89,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 09:19:54,8
3414,2025-07-10 12:21:42,CCD,AMN,POST,I,DW368,0.3,Detection,Ramp,Auto,4.28,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 09:19:54,8
3415,2025-07-10 12:21:50,CCD,AMN,POST,I,DW368,0.5,Detection,Ramp,Auto,5.61,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 09:19:54,8
3416,2025-07-10 12:22:43,CCD,AMN,POST,I,DW368,0.7,Detection,Ramp,Auto,7.93,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 09:19:54,8
3417,2025-07-10 12:22:51,CCD,AMN,POST,I,DW368,0.9,Detection,Ramp,Auto,9.59,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 09:19:54,8
3418,2025-07-10 12:23:00,CCD,AMN,POST,I,DW368,0.8,Detection,Ramp,Auto,8.59,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 09:19:54,8
3419,2025-07-10 12:23:25,CCD,AMN,POST,I,DW368,1.8,Detection,Ramp,Auto,18.54,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 09:19:54,8
3420,2025-07-10 12:23:48,CCD,AMN,POST,I,DW368,1.7,Detection,Ramp,Auto,17.55,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 09:19:54,8
3421,2025-07-10 12:23:56,CCD,AMN,POST,I,DW368,1.6,Detection,Ramp,Auto,16.55,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 09:19:54,8
3422,2025-07-10 12:24:02,CCD,AMN,POST,I,DW368,1.8,Detection,Ramp,Auto,17.55,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 09:19:54,8
3423,2025-07-10 12:24:19,CCD,AMN,POST,I,DW368,1.5,Detection,Ramp,Auto,14.89,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 09:19:54,8
3424,2025-07-10 12:24:30,CCD,AMN,POST,I,DW368,2.1,Detection,Ramp,Auto,20.86,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 09:19:54,8
3425,2025-07-10 12:25:21,CCD,AMN,POST,I,DW368,1.2,Detection,Ramp,Auto,13.23,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 09:19:54,8
3426,2025-07-10 12:25:30,CCD,AMN,POST,I,DW368,1.0,Detection,Ramp,Auto,10.91,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 09:19:54,8
3427,2025-07-10 12:25:45,CCD,AMN,POST,I,DW368,1.2,Detection,Ramp,Auto,12.24,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 09:19:54,8
3428,2025-07-10 12:25:53,CCD,AMN,POST,I,DW368,0.1,Detection,Ramp,Auto,2.29,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 09:19:54,8
3429,2025-07-10 12:25:58,CCD,AMN,POST,I,DW368,0.5,Detection,Ramp,Auto,6.27,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 09:19:54,8
3430,2025-07-10 12:26:02,CCD,AMN,POST,I,DW368,0.5,Detection,Ramp,Auto,5.94,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 09:19:54,8
3431,2025-07-10 12:26:19,CCD,AMN,POST,I,DW368,2.4,Detection,Ramp,Auto,24.51,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 09:19:54,8
3432,2025-07-10 12:26:26,CCD,AMN,POST,I,DW368,1.4,Detection,Ramp,Auto,15.23,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 09:19:54,8
3433,2025-07-10 12:26:45,CCD,AMN,POST,I,DW368,1.3,Detection,Ramp,Auto,13.23,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 09:19:54,8
3434,2025-07-10 12:26:50,CCD,AMN,POST,I,DW368,0.1,Detection,Ramp,Auto,1.96,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 09:19:54,8
3435,2025-07-10 12:27:01,CCD,AMN,POST,I,DW368,2.7,Detection,Ramp,Auto,27.17,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 09:19:54,8
3436,2025-07-10 12:27:13,CCD,AMN,POST,I,DW368,0.7,Detection,Ramp,Auto,7.6,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 09:19:54,8
3437,2025-07-10 12:27:32,CCD,AMN,POST,I,DW368,0.7,Detection,Ramp,Auto,7.6,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 09:19:54,8
3438,2025-07-10 12:27:43,CCD,AMN,POST,I,DW368,0.2,Detection,Ramp,Auto,2.62,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 09:19:54,8
3439,2025-07-10 12:27:48,CCD,AMN,POST,I,DW368,0.5,Detection,Ramp,Auto,5.61,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 09:19:54,8
3440,2025-07-10 12:28:10,CCD,AMN,POST,I,DW368,0.9,Detection,Ramp,Auto,9.26,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 09:19:54,8
3441,2025-07-10 12:28:31,CCD,AMN,POST,I,DW368,0.2,Detection,Ramp,Auto,2.29,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 09:19:54,8
3442,2025-07-10 12:28:38,CCD,AMN,POST,I,DW368,0.7,Detection,Ramp,Auto,8.26,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 09:19:54,8
3443,2025-07-10 12:29:00,CCD,AMN,POST,I,DW368,0.9,Detection,Ramp,Auto,10.25,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 09:19:54,8
3444,2025-07-10 12:29:38,CCD,AMN,POST,I,DW368,1.1,Detection,Ramp,Auto,10.91,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 09:19:54,8
3445,2025-07-10 12:29:46,CCD,AMN,POST,I,DW368,0.6,Detection,Ramp,Auto,7.26,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 09:19:54,8
3446,2025-07-10 12:30:59,CCD,AMN,POST,I,DW368,0.8,Detection,Ramp,Auto,8.59,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 09:19:54,8
3447,2025-07-10 12:32:13,CCD,AMN,POST,I,DW368,2.0,Detection,Ramp,Auto,21.19,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 09:19:54,8
3448,2025-07-10 12:32:56,CCD,AMN,POST,I,DW369,2.0,Detection,Ramp,Auto,20.53,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,8
3449,2025-07-10 12:33:05,CCD,AMN,POST,I,DW369,1.8,Detection,Ramp,Auto,18.54,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,8
3450,2025-07-10 12:33:18,CCD,AMN,POST,I,DW369,0.4,Detection,Ramp,Auto,4.28,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,8
3451,2025-07-10 12:33:25,CCD,AMN,POST,I,DW369,0.7,Detection,Ramp,Auto,8.26,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,8
3452,2025-07-10 12:33:39,CCD,AMN,POST,I,DW369,2.3,Detection,Ramp,Auto,23.85,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,8
3453,2025-07-10 12:33:51,CCD,AMN,POST,I,DW369,0.9,Detection,Ramp,Auto,9.92,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,8
3454,2025-07-10 12:33:58,CCD,AMN,POST,I,DW369,1.9,Detection,Ramp,Auto,20.2,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,8
3455,2025-07-10 12:34:08,CCD,AMN,POST,I,DW369,0.8,Detection,Ramp,Auto,8.92,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,8
3456,2025-07-10 12:34:17,CCD,AMN,POST,I,DW369,2.3,Detection,Ramp,Auto,22.85,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,8
3457,2025-07-10 12:34:32,CCD,AMN,POST,I,DW369,0.9,Detection,Ramp,Auto,9.26,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,8
3458,2025-07-10 12:34:40,CCD,AMN,POST,I,DW369,2.4,Detection,Ramp,Auto,23.85,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,8
3459,2025-07-10 12:34:47,CCD,AMN,POST,I,DW369,0.7,Detection,Ramp,Auto,7.6,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,8
3460,2025-07-10 12:35:10,CCD,AMN,POST,I,DW369,1.6,Detection,Ramp,Auto,16.55,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,8
3461,2025-07-10 12:35:20,CCD,AMN,POST,I,DW369,1.7,Detection,Ramp,Auto,17.55,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,8
3462,2025-07-10 12:35:30,CCD,AMN,POST,I,DW369,1.2,Detection,Ramp,Auto,12.9,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,8
3463,2025-07-10 12:35:38,CCD,AMN,POST,I,DW369,1.9,Detection,Ramp,Auto,20.2,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,8
3464,2025-07-10 12:35:46,CCD,AMN,POST,I,DW369,3.2,Detection,Ramp,Auto,32.8,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,8
3465,2025-07-10 12:35:57,CCD,AMN,POST,I,DW369,2.1,Detection,Ramp,Auto,21.53,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,8
3466,2025-07-10 12:36:06,CCD,AMN,POST,I,DW369,3.4,Detection,Ramp,Auto,34.46,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,8
3467,2025-07-10 12:36:15,CCD,AMN,POST,I,DW369,2.0,Detection,Ramp,Auto,20.86,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,8
3468,2025-07-10 12:36:28,CCD,AMN,POST,I,DW369,1.2,Detection,Ramp,Auto,12.9,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,8
3469,2025-07-10 12:36:36,CCD,AMN,POST,I,DW369,1.4,Detection,Ramp,Auto,14.23,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,8
3470,2025-07-10 12:36:43,CCD,AMN,POST,I,DW369,3.5,Detection,Ramp,Auto,34.79,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,8
3471,2025-07-10 12:36:53,CCD,AMN,POST,I,DW369,1.7,Detection,Ramp,Auto,17.55,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,8
3472,2025-07-10 12:38:24,CCD,AMN,POST,I,DW369,0.8,Detection,Ramp,Auto,9.26,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,8
3473,2025-07-10 12:38:28,CCD,AMN,POST,I,DW369,0.4,Manual Stop,Ramp,Auto,3.62,60.0,6,5,OFF,1.2,0.3,0.0,True,0,2025-07-02 10:38:51,8
3474,2025-07-10 12:38:33,CCD,AMN,POST,I,DW369,1.6,Detection,Ramp,Auto,16.22,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,8
3475,2025-07-10 12:38:41,CCD,AMN,POST,I,DW369,2.3,Detection,Ramp,Auto,23.52,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,8
3476,2025-07-15 14:48:07,CCD,AMN,POST,I,DW368,0.2,Manual Stop,Ramp,Auto,2.29,60.0,6,5,OFF,1.2,0.3,0.0,True,0,2025-07-02 09:19:54,13
3477,2025-07-15 14:48:10,CCD,AMN,POST,I,DW368,0.2,Manual Stop,Ramp,Auto,2.29,60.0,6,5,OFF,1.2,0.3,0.0,True,0,2025-07-02 09:19:54,13
3478,2025-07-15 14:48:28,CCD,AMN,POST,I,DW368,0.4,Detection,Ramp,Auto,4.28,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 09:19:54,13
3479,2025-07-15 14:48:40,CCD,AMN,POST,I,DW368,2.3,Detection,Ramp,Auto,23.52,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 09:19:54,13
3480,2025-07-15 14:49:20,CCD,AMN,POST,I,DW369,3.7,Detection,Ramp,Auto,37.12,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,13
3481,2025-07-15 14:49:31,CCD,AMN,POST,I,DW369,2.6,Detection,Ramp,Auto,26.5,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,13
3482,2025-07-15 14:49:49,CCD,AMN,POST,I,DW369,2.8,Detection,Ramp,Auto,28.16,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,13
3483,2025-07-15 14:50:26,CCD,AMN,POST,I,DW369,0.2,Detection,Ramp,Auto,2.29,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,13
3484,2025-07-15 14:51:21,CCD,AMN,POST,I,DW369,2.3,Detection,Ramp,Auto,23.52,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,13
3485,2025-07-15 14:51:57,CCD,AMN,POST,I,DW369,3.8,Detection,Ramp,Auto,38.44,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,13
3486,2025-07-15 14:52:13,CCD,AMN,POST,I,DW369,1.7,Detection,Ramp,Auto,17.55,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,13
3487,2025-07-15 14:53:49,CCD,AMN,POST,I,DW369,2.9,Detection,Ramp,Auto,28.82,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,13
3488,2025-07-15 14:54:03,CCD,AMN,POST,I,DW369,3.5,Detection,Ramp,Auto,34.79,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,13
3489,2025-07-15 14:54:37,CCD,AMN,POST,I,DW369,2.2,Detection,Ramp,Auto,22.19,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,13
3490,2025-07-15 14:54:53,CCD,AMN,POST,I,DW369,1.7,Detection,Ramp,Auto,17.22,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,13
3491,2025-07-15 14:55:20,CCD,AMN,POST,I,DW369,3.7,Detection,Ramp,Auto,37.45,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,13
3492,2025-07-15 14:55:34,CCD,AMN,POST,I,DW369,1.5,Detection,Ramp,Auto,15.89,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,13
3493,2025-07-15 14:55:54,CCD,AMN,POST,I,DW369,2.1,Detection,Ramp,Auto,21.86,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,13
3494,2025-07-15 14:56:03,CCD,AMN,POST,I,DW369,0.9,Detection,Ramp,Auto,8.92,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,13
3495,2025-07-15 14:56:19,CCD,AMN,POST,I,DW369,0.1,Detection,Ramp,Auto,2.29,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,13
3496,2025-07-15 14:56:28,CCD,AMN,POST,I,DW369,4.1,Detection,Ramp,Auto,41.1,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,13
3497,2025-07-15 14:56:40,CCD,AMN,POST,I,DW369,3.3,Detection,Ramp,Auto,33.47,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,13
3498,2025-07-15 14:56:46,CCD,AMN,POST,I,DW369,0.1,Detection,Ramp,Auto,1.29,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,13
3499,2025-07-15 14:56:57,CCD,AMN,POST,I,DW369,3.0,Detection,Ramp,Auto,30.15,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,13
3500,2025-07-15 14:57:13,CCD,AMN,POST,I,DW369,1.4,Detection,Ramp,Auto,15.23,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,13
3501,2025-07-15 14:57:18,CCD,AMN,POST,I,DW369,0.0,Detection,Ramp,Auto,0.3,60.0,6,5,OFF,1.2,0.3,0.0,True,0,2025-07-02 10:38:51,13
3502,2025-07-15 14:57:31,CCD,AMN,POST,I,DW369,2.5,Detection,Ramp,Auto,24.84,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,13
3503,2025-07-15 14:57:52,CCD,AMN,POST,I,DW369,2.0,Detection,Ramp,Auto,20.86,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,13
3504,2025-07-15 14:58:08,CCD,AMN,POST,I,DW369,2.6,Detection,Ramp,Auto,26.5,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,13
3505,2025-07-15 14:58:19,CCD,AMN,POST,I,DW369,3.9,Detection,Ramp,Auto,39.44,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,13
3506,2025-07-15 14:58:26,CCD,AMN,POST,I,DW369,0.0,Detection,Ramp,Auto,0.3,60.0,6,5,OFF,1.2,0.3,0.0,True,0,2025-07-02 10:38:51,13
3507,2025-07-15 14:58:40,CCD,AMN,POST,I,DW369,0.5,Detection,Ramp,Auto,5.94,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,13
3508,2025-07-15 14:58:51,CCD,AMN,POST,I,DW369,0.4,Detection,Ramp,Auto,4.61,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,13
3509,2025-07-15 14:58:59,CCD,AMN,POST,I,DW369,2.1,Detection,Ramp,Auto,21.19,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,13
3510,2025-07-15 14:59:13,CCD,AMN,POST,I,DW369,2.1,Detection,Ramp,Auto,20.86,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,13
3511,2025-07-15 14:59:38,CCD,AMN,POST,I,DW369,1.7,Detection,Ramp,Auto,16.88,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,13
3512,2025-07-15 14:59:54,CCD,AMN,POST,I,DW369,7.6,Detection,Ramp,Auto,60.0,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,13
3513,2025-07-15 15:00:03,CCD,AMN,POST,I,DW369,1.4,Detection,Ramp,Auto,14.23,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,13
3514,2025-07-15 15:00:15,CCD,AMN,POST,I,DW369,2.7,Detection,Ramp,Auto,27.5,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,13
3515,2025-07-15 15:00:20,CCD,AMN,POST,I,DW369,1.5,Detection,Ramp,Auto,16.22,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,13
3516,2025-07-15 15:00:33,CCD,AMN,POST,I,DW369,1.2,Detection,Ramp,Auto,12.9,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,13
3517,2025-07-15 15:00:41,CCD,AMN,POST,I,DW369,2.6,Detection,Ramp,Auto,26.83,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,13
3518,2025-07-15 15:01:24,CCD,AMN,POST,I,DW369,2.4,Detection,Ramp,Auto,24.84,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,13
3519,2025-07-15 15:01:28,CCD,AMN,POST,I,DW369,0.1,Detection,Ramp,Auto,2.29,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,13
3520,2025-07-15 15:02:03,CCD,AMN,POST,I,DW369,1.3,Detection,Ramp,Auto,13.57,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,13
3521,2025-07-15 15:02:26,CCD,AMN,POST,I,DW369,0.6,Detection,Ramp,Auto,7.26,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,13
3522,2025-07-15 15:02:35,CCD,AMN,POST,I,DW369,1.0,Detection,Ramp,Auto,10.58,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,13
3523,2025-07-15 15:02:47,CCD,AMN,POST,I,DW369,1.9,Detection,Ramp,Auto,19.87,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,13
3524,2025-07-15 15:02:57,CCD,AMN,POST,I,DW369,2.1,Detection,Ramp,Auto,21.19,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,13
3525,2025-07-15 15:03:06,CCD,AMN,POST,I,DW369,2.5,Detection,Ramp,Auto,25.17,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,13
3526,2025-07-15 15:03:33,CCD,AMN,POST,I,DW369,2.8,Detection,Ramp,Auto,28.82,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,13
3527,2025-07-15 15:03:38,CCD,AMN,POST,I,DW369,0.3,Detection,Ramp,Auto,4.28,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,13
3528,2025-07-15 15:04:03,CCD,AMN,POST,I,DW369,11.0,Cutoff,Ramp,Auto,60.0,60.0,6,5,OFF,1.2,0.3,0.0,False,0,2025-07-02 10:38:51,13
3529,2025-07-15 15:04:11,CCD,AMN,POST,I,DW369,3.7,Detection,Ramp,Auto,36.45,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,13
3530,2025-07-15 15:04:35,CCD,AMN,POST,I,DW369,1.5,Detection,Ramp,Auto,14.89,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,13
3531,2025-07-15 15:06:13,CCD,AMN,POST,I,DW369,2.1,Detection,Ramp,Auto,21.19,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,13
3532,2025-07-15 15:06:18,CCD,AMN,POST,I,DW369,2.1,Detection,Ramp,Auto,21.86,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,13
3533,2025-07-15 15:06:25,CCD,AMN,POST,I,DW369,0.0,Detection,Ramp,Auto,0.3,60.0,6,5,OFF,1.2,0.3,0.0,True,0,2025-07-02 10:38:51,13
3534,2025-07-15 15:06:46,CCD,AMN,POST,I,DW369,2.8,Detection,Ramp,Auto,27.83,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,13
3535,2025-07-15 15:07:00,CCD,AMN,POST,I,DW369,4.1,Detection,Ramp,Auto,40.43,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,13
3536,2025-07-15 15:07:09,CCD,AMN,POST,I,DW369,3.0,Detection,Ramp,Auto,30.15,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,13
3537,2025-07-15 15:08:08,CCD,AMN,POST,I,DW369,3.0,Detection,Ramp,Auto,30.15,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,13
3538,2025-07-15 15:08:12,CCD,AMN,POST,I,DW369,2.3,Detection,Ramp,Auto,23.52,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,13
3539,2025-07-15 15:08:20,CCD,AMN,POST,I,DW369,3.5,Detection,Ramp,Auto,35.13,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,13
3540,2025-07-15 15:08:31,CCD,AMN,POST,I,DW369,2.5,Detection,Ramp,Auto,25.17,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,13
3541,2025-07-15 15:08:45,CCD,AMN,POST,I,DW369,3.8,Detection,Ramp,Auto,37.45,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,13
3542,2025-07-15 15:08:58,CCD,AMN,POST,I,DW369,7.0,Detection,Ramp,Auto,60.0,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,13
3543,2025-07-15 15:09:10,CCD,AMN,POST,I,DW369,1.7,Detection,Ramp,Auto,17.22,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,13
3544,2025-07-15 15:09:30,CCD,AMN,POST,I,DW369,0.2,Detection,Ramp,Auto,2.62,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,13
3545,2025-07-15 15:09:36,CCD,AMN,POST,I,DW369,1.7,Detection,Ramp,Auto,17.88,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 10:38:51,13
3546,2025-07-15 15:11:08,CCD,AMN,POST,I,DW368,0.2,Detection,Ramp,Auto,2.29,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 09:19:54,13
3547,2025-07-15 15:11:13,CCD,AMN,POST,I,DW368,0.1,Detection,Ramp,Auto,2.29,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 09:19:54,13
3548,2025-07-15 15:11:22,CCD,AMN,POST,I,DW368,0.2,Detection,Ramp,Auto,2.29,60.0,6,5,OFF,1.2,0.3,0.0,False,1,2025-07-02 09:19:54,13
